"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"T Cd4","","","GSE7497","MicroArray","GPL2507","CTSL","1.992","16.550","True"
"Hmsc","3d","","GSE84500","MicroArray","HG-U133_Plus_2","KANK4","5.850","16.517","False"
"Fibroblast","15d","0.2ug","GSE81997","MicroArray","GPL17077","SOCS3","6.016","16.487","True"
"Hepg2","2h","","GSE45945","MicroArray","HuGene-1_0-st-v1","EDN1","2.165","16.411","True"
"Synovial Fibroblast","2h","","GSE13837","MicroArray","HG-U133_Plus_2","GADD45B","3.477","16.388","True"
"Rptec","24h","10ng/mL","GSE118337","MicroArray","GPL13497","MMP10","3.376","16.280","True"
"Caski","","2ng/mL","GSE57441","MicroArray","HG-U133_Plus_2","ODAPH","3.724","16.264","True"
"Cardiac Fibroblast","45m","","GSE123018","RNASeq","","ATF3","-2.255","-16.240","True"
"T Cd4","7d","5ng/mL","GSE87508","RNASeq","","CTSL","5.652","16.203","True"
"Hacat","2h","","E-MTAB-265","MicroArray","log_rsn_normalized","CCN2","4.077","16.176","True"
"Foreskin Fibroblasts_Without Pcm","","","GSE16416","MicroArray","HG-U133_Plus_2","CAVIN4","4.057","16.163","True"
"Primary Normal Colon Mucosa-Derived Fibroblast","8h","","GSE39394","MicroArray","HG-U133_Plus_2","ESM1","4.264","16.103","True"
"Mcf10A1","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","JUN","2.584","16.064","True"
"Mcf10At1K.Cl2","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","SNAI1","2.728","16.041","True"
"Hepatic Stellate","2h","10ng/mL","GSE119606","RNASeq","","IL11","5.642","16.004","True"
"Hepg2","2h","","GSE45945","MicroArray","HuGene-1_0-st-v1","SMAD7","2.106","15.963","True"
"Synovial Fibroblast","1h","","GSE13837","MicroArray","HG-U133_Plus_2","KLF10","2.071","15.929","True"
"Fibroblast.Male","","","GSE97358","RNASeq","","IL11","2.877","15.912","True"
"Induced Pluripotent Cell-Derived Cardiac Progenitors","","","GSE98941","RNASeq","","CER1","3.338","15.903","False"
"Oscc","","0.5ng/mL","GSE74580","MicroArray","GPL10558","KRT13","-4.367","-15.890","False"
"Synovial Fibroblast","1h","","GSE13837","MicroArray","HG-U133_Plus_2","ID1","2.054","15.796","True"
"Microglia","","","GSE76734","MicroArray","HuGene-2_0-st","CCL13","5.190","15.775","False"
"Mcf10At1K.Cl2","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","JUNB","2.675","15.726","True"
"Mcf10Ca1A.Cl1","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","JUNB","2.174","15.717","True"
"Synovial Fibroblast","2h","","GSE13837","MicroArray","HG-U133_Plus_2","SLC16A6","3.328","15.684","True"
"Cd34+ Progenitors","24h","","GSE31318","MicroArray","HG-U133_Plus_2","CD207","4.372","15.667","False"
"Mcf10Ca1H","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","SKIL","2.270","15.660","True"
"Foreskin Fibroblasts_With Pcm","","","GSE16416","MicroArray","HG-U133_Plus_2","CCN2","4.260","15.642","True"
"Bm Msc Late","1h","1ng/mL","GSE46019","MicroArray","HuGene-1_0-st-v1","GADD45B","2.003","15.635","True"
"T Cd4","20h","","GSE17198","MicroArray","GPL2507","CTSL","2.251","15.583","True"
"Synovial Fibroblast","1h","","GSE13837","MicroArray","HG-U133_Plus_2","JUNB","2.024","15.570","True"
"Dermal Fibroblast","2h","","GSE137107","MicroArray","HuGene-2_0-st","ID1","4.515","15.544","True"
"Mcf10Ca1H","6h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","SERPINE1","4.577","15.533","True"
"Macrophage Il4 Dex","3h","","GSE7568","MicroArray","HG-U133_Plus_2","HAMP","3.843","15.449","True"
"Cardiac Fibroblast","45m","","GSE123018","RNASeq","","NR4A2","-2.145","-15.448","True"
"Myofibroblast","","","GSE61128","MicroArray","HuEx-1_0-st-v2","TSPAN2","3.413","15.419","False"
"Mcf7","4d","","GSE101809","MicroArray","HTA-2_0","ODAPH","2.269","15.376","True"
"Hepg2","1h","","GSE45945","MicroArray","HuGene-1_0-st-v1","HP","-1.504","-15.339","True"
"Bm Msc Early","1h","1ng/mL","GSE46019","MicroArray","HuGene-1_0-st-v1","DUSP6","-1.844","-15.320","True"
"Cardiac Fibroblast","45m","","GSE123018","RNASeq","","RGS2","-2.127","-15.318","True"
"Primary Fibroblasts From Neonatal Foreskin","48h","","GSE27165","MicroArray","GPL6104","CPLX1","3.470","15.310","False"
"T Cd4","2h","","GSE94396","RNASeq","","SMAD7","3.845","15.283","True"
"Cardiac Fibroblast","2h","","GSE123018","RNASeq","","DUSP5","-2.662","-15.281","True"
"Fibroblasts Isolated From Skin Biopsy","24h","","GSE83642","MicroArray","HuGene-2_0-st","TSPAN2","5.870","15.270","False"
"Hk2","48h","10ng/mL","GSE23338","MicroArray","HG-U133A_2","JAG1","3.898","15.262","True"
"Mcf10A","","","GSE124843","RNASeq","","POSTN","8.409","15.261","True"
"Adenocarcinomic  Alveolar Basal Epithelial","48h","","GSE69667","RNASeq","","IGFL1","7.880","15.260","True"
"Primary Fibroblasts From Neonatal Foreskin","48h","","GSE27165","MicroArray","GPL6104","SLCO2A1","3.457","15.254","False"
"Lncap Prostate Cancer Cells And Hps19I","","","GSE51617","MicroArray","GPL4133","TIMP3","2.634","15.218","True"
"Fibroblast","15d","0.2ug","GSE81997","MicroArray","GPL17077","SPACA7","-5.538","-15.177","True"
"Foreskin Fibroblasts_Without Pcm","","","GSE16416","MicroArray","HG-U133_Plus_2","PMEPA1","3.804","15.153","True"
"Microglia","","","GSE76734","MicroArray","HuGene-2_0-st","ANPEP","4.973","15.117","False"
"Dermal Fibroblast","2h","","GSE12493","MicroArray","GPL6848","SNAI1","-3.667","-15.111","False"
"T Cd4","2h","","GSE94396","RNASeq","","PMEPA1","3.800","15.103","True"
"Penis","7d","","GSE97301","MicroArray","HuGene-1_0-st-v1","ADH1B","-4.949","-15.078","False"
"Macrophage Il4 Dex","3h","","GSE7568","MicroArray","HG-U133_Plus_2","SERPINE1","3.750","15.074","True"
"Fibroblast.Female","","","GSE97358","RNASeq","","IL11","2.922","15.034","False"
"Ccl210 Fibroblast","","","GSE63659","MicroArray","GPL13667","ADH1B","-7.094","-15.007","False"
"Mcf10At1K.Cl2","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","SMAD7","2.550","14.991","True"
"Bm Msc Early","1h","1ng/mL","GSE46019","MicroArray","HuGene-1_0-st-v1","KLF10","1.802","14.972","True"
"A549","","","GSE49644","MicroArray","HG-U133_Plus_2","INHBA","9.113","14.967","True"
"Macrophage Il4 Dex","3h","","GSE7568","MicroArray","HG-U133_Plus_2","SMAD7","3.710","14.915","True"
"Huh7","8d","","GSE127763","MicroArray","GPL13369","NPPB","6.483","14.911","True"
"Mcf10Ca1A.Cl1","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","ID3","2.062","14.905","True"
"A549","0.5h","","GSE17708","MicroArray","HG-U133_Plus_2","TGFBR1","2.642","14.902","True"
"Myofibroblast","","","GSE61128","MicroArray","HuEx-1_0-st-v2","RASL11B","3.298","14.899","False"
"Cd34+ Progenitors","24h","","GSE31318","MicroArray","HG-U133_Plus_2","MRC1","-4.149","-14.867","False"
"T Cd4","20","","GSE15390","MicroArray","GPL2507","CTSL","2.113","14.862","False"
"Primary Lung Fibroblasts_Azd8055 Treatment","24h","","GSE102674","RNASeq","","PRG4","7.826","14.855","True"
"A549","1h","","GSE17708","MicroArray","HG-U133_Plus_2","PLK2","-3.174","-14.833","True"
"A549","0.5h","","GSE17708","MicroArray","HG-U133_Plus_2","JUNB","2.623","14.793","True"
"T Cd4","7d","5ng/mL","GSE87508","RNASeq","","IFI44L","5.153","14.775","True"
"Cardiac Fibroblast","2h","","GSE123018","RNASeq","","CITED2","-2.573","-14.769","True"
"Mcf10Ca1A.Cl1","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","SMAD7","2.039","14.739","True"
"T Cd4","1d","","GSE94396","RNASeq","","CTSL","5.583","14.729","True"
"Dermal Fibroblast","2h","","GSE12493","MicroArray","GPL6848","HES1","-3.574","-14.728","False"
"Mcf10At1K.Cl2","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","OVOL1","2.502","14.711","True"
"T Cd4","7d","5ng/mL","GSE87508","RNASeq","","CXCL13","5.122","14.684","True"
"A549","1h","","GSE17708","MicroArray","HG-U133_Plus_2","JUNB","3.120","14.581","True"
"Foreskin Fibroblasts_Without Pcm","","","GSE16416","MicroArray","HG-U133_Plus_2","COMP","3.659","14.578","True"
"Hepg2","20m","","GSE45945","MicroArray","HuGene-1_0-st-v1","HP","-1.230","-14.557","True"
"Mcf10A1","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","OVOL1","2.336","14.523","True"
"A549","1h","","GSE17708","MicroArray","HG-U133_Plus_2","SMAD7","3.105","14.508","True"
"Mcf10At1K.Cl2","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","DLX2","2.463","14.481","True"
"Dermal Fibroblast","2h","","GSE12493","MicroArray","GPL6480","ID1","-5.556","-14.474","False"
"Mcf10A1","6h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","ODAPH","3.234","14.466","True"
"A549","4h","","GSE17708","MicroArray","HG-U133_Plus_2","SERPINE1","5.013","14.464","True"
"Synovial Fibroblast","1h","","GSE13837","MicroArray","HG-U133_Plus_2","DDIT4","1.881","14.463","True"
"Dermal Fibroblast","2h","","GSE12493","MicroArray","GPL6848","KLF10","-3.509","-14.460","False"
"Microglia","","","GSE76734","MicroArray","HuGene-2_0-st","F13A1","4.752","14.443","False"
"Cardiac Fibroblast","45m","","GSE123018","RNASeq","","FOSB","-2.002","-14.418","True"
"Cardiac Fibroblast","45m","","GSE123018","RNASeq","","CXCL2","-2.000","-14.404","True"
"T Cd4","6h","","GSE94396","RNASeq","","SKIL","2.980","14.329","True"
"Adenocarcinomic  Alveolar Basal Epithelial","36h","","GSE69667","RNASeq","","IGFL1","7.138","14.328","True"
"Hmsc","3d","","GSE84500","MicroArray","HG-U133_Plus_2","ADH1B","-5.068","-14.308","False"
"Dermal Fibroblast","2h","","GSE137107","MicroArray","HuGene-2_0-st","EDN1","4.151","14.288","True"
"A549","1h","","GSE17708","MicroArray","HG-U133_Plus_2","ID2","3.057","14.285","True"
"Rptec","24h","10ng/mL","GSE118337","MicroArray","GPL13497","MMP1","2.961","14.274","True"
"Ccl210 Fibroblast","","","GSE63659","MicroArray","GPL13667","COMP","6.740","14.259","False"
"Mcf10At1K.Cl2","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","JUN","2.423","14.246","True"
"Cardiac Fibroblast","2h","","GSE123018","RNASeq","","FOSB","-2.478","-14.222","True"
"Activated Macrophage","","","GSE134555","RNASeq","","IGKC","6.610","14.177","False"
"Mcf10Ca1A.Cl1","6h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","TGFBI","3.162","14.142","True"
"Oscc","","0.5ng/mL","GSE74580","MicroArray","GPL10558","KRT15","-3.877","-14.106","False"
"Macrophage","","","GSE76736","MicroArray","HuGene-2_0-st","CLEC5A","-5.345","-14.095","False"
"Synovial Fibroblast","2h","","GSE13837","MicroArray","HG-U133_Plus_2","BHLHE40","2.990","14.092","True"
"Mcf7","4d","","GSE101809","MicroArray","HTA-2_0","PMEPA1","2.077","14.071","True"
"Primary Fibroblasts From Neonatal Foreskin","48h","","GSE27165","MicroArray","GPL6104","KISS1R","3.187","14.060","False"
"Synovial Fibroblast","1h","","GSE13837","MicroArray","HG-U133_Plus_2","FOS","1.827","14.055","True"
"Adenocarcinomic  Alveolar Basal Epithelial","24h","","GSE69667","RNASeq","","IGFL1","6.409","14.053","True"
"Fibroblast","15d","0.2ug","GSE81997","MicroArray","GPL17077","DEPP1","5.126","14.047","True"
"Foreskin Fibroblasts_With Pcm","","","GSE16416","MicroArray","HG-U133_Plus_2","COMP","3.823","14.036","True"
"Cardiac Fibroblast","45m","","GSE123018","RNASeq","","HES1","1.946","14.015","True"
"Mcf10A1","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","BHLHE40","2.252","14.000","True"
"Fibroblast","15d","0.2ug","GSE81997","MicroArray","GPL17077","MX1","5.105","13.992","True"
"Primary Lung Fibroblasts_Azd8055 Treatment","24h","","GSE102674","RNASeq","","COMP","7.370","13.988","True"
"A549","1h","","GSE17708","MicroArray","HG-U133_Plus_2","CXCL3","-2.993","-13.986","True"
"Hmsc","7d","","GSE84500","MicroArray","HG-U133_Plus_2","KANK4","5.763","13.963","True"
"Primary Fibroblasts From Neonatal Foreskin","48h","","GSE27165","MicroArray","GPL6104","KRT9","3.163","13.955","False"
"Hps19I Prostate Stroma","","","GSE51622","MicroArray","GPL4133","ADH1C","-4.371","-13.949","False"
"Dermal Fibroblast","6h","","GSE137107","MicroArray","HuGene-2_0-st","ESM1","5.320","13.915","True"
"Mcf10Ca1A.Cl1","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","DLX2","1.924","13.907","True"
"Hacat","2h","","E-MTAB-265","MicroArray","log_rsn_normalized","JUN","3.505","13.906","True"
"T Cd4","20","","GSE15390","MicroArray","GPL2507","GNLY","-1.975","-13.895","False"
"T Cd4","6h","","GSE94396","RNASeq","","BMPR2","2.889","13.888","True"
"Foreskin Fibroblasts_With Pcm","","","GSE16416","MicroArray","HG-U133_Plus_2","KANK4","3.776","13.866","True"
"Primary Skin Fibroblasts_With Lpa","","","GSE125519","MicroArray","GPL17077","EGR2","5.304","13.857","True"
"T Cd4","2h","","GSE94396","RNASeq","","CTSL","3.484","13.848","True"
"Hmsc","2d","","GSE84500","MicroArray","HG-U133_Plus_2","ADH1B","-4.319","-13.836","False"
"Squamous Cell Lung Carcinoma","48h","","GSE95536","RNASeq","","BGN","5.361","13.795","True"
"A549","1h","","GSE17708","MicroArray","HG-U133_Plus_2","TGFBR1","2.936","13.720","True"
"Cardiac Fibroblast","2h","","GSE123018","RNASeq","","FOXS1","2.390","13.716","True"
"Dermal Fibroblast","24h","","GSE137107","MicroArray","HuGene-2_0-st","TSPAN2","5.195","13.714","False"
"Panc1","","","GSE90111","RNASeq","","COL1A1","3.004","13.708","True"
"Squamous Cell Lung Carcinoma","8h","","GSE95536","RNASeq","","PMEPA1","3.150","13.698","True"
"T Cd4","","","GSE7497","MicroArray","GPL2507","SMAD7","1.648","13.696","True"
"Glioma","3h","0.1nmol/l","E-MEXP-903","MicroArray","HG-U133_Plus_2","PMEPA1","1.462","13.681","True"
"Cd34+ Progenitors","24h","","GSE31318","MicroArray","HG-U133_Plus_2","SERPINF1","3.815","13.672","False"
"Panc1","","","GSE90111","RNASeq","","TUBA4A","2.993","13.655","True"
"Foreskin Fibroblasts_With Pcm","","","GSE16416","MicroArray","HG-U133_Plus_2","PMEPA1","3.714","13.639","True"
"T Cd4","2h","","GSE94396","RNASeq","","RGS16","3.431","13.637","True"
"T Cd4","","","GSE7497","MicroArray","GPL2507","RAB33A","1.639","13.620","True"
"Ccl210 Fibroblast","","","GSE63659","MicroArray","GPL13667","CCL11","-6.432","-13.607","False"
"Hepg2","1h","","GSE45945","MicroArray","HuGene-1_0-st-v1","G6PC","-1.332","-13.587","True"
"Cd34+ Progenitors","6h","","GSE31318","MicroArray","HG-U133_Plus_2","SMAD7","2.917","13.575","True"
"Smooth Muscle","","","GSE30004","MicroArray","HuGene-1_0-st-v1","TSPAN2","2.274","13.557","True"
"Mcf10Ca1H","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","MYC","-1.965","-13.556","True"
"Mcf10Ca1H","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","DLX2","1.962","13.532","True"
"Primary Lung Fibroblasts_No Treatment","24h","","GSE102674","RNASeq","","PRG4","7.784","13.507","False"
"Huh28","","","GSE102109","MicroArray","GPL17077","NDST3","-5.679","-13.487","True"
"Macrophage Il4 Dex","24h","","GSE7568","MicroArray","HG-U133_Plus_2","HTRA1","5.086","13.479","False"
"Fs Fibroblast","24h","10ng/mL","GSE79621","MicroArray","GPL10558","ELN","2.478","13.450","False"
"Dermal Fibroblast","4h","","GSE12493","MicroArray","GPL6848","PMEPA1","-3.207","-13.441","False"
"Hmsc","7d","","GSE84500","MicroArray","HG-U133_Plus_2","PCK1","-5.546","-13.436","True"
"Bm Msc Early","1h","1ng/mL","GSE46019","MicroArray","HuGene-1_0-st-v1","SNAI1","1.615","13.422","True"
"Macrophage","","","GSE76736","MicroArray","HuGene-2_0-st","F13A1","5.085","13.410","False"
"Squamous Cell Lung Carcinoma","24h","","GSE95536","RNASeq","","SERPINE1","4.479","13.407","True"
"Cd34+ Progenitors","6h","","GSE31318","MicroArray","HG-U133_Plus_2","C3","2.876","13.384","True"
"Synovial Fibroblast","1h","","GSE13837","MicroArray","HG-U133_Plus_2","FOSB","1.740","13.383","True"
"Primary Normal Colon Mucosa-Derived Fibroblast","8h","","GSE39394","MicroArray","HG-U133_Plus_2","CAVIN4","3.544","13.382","True"
"Cd34+ Progenitors","24h","","GSE31318","MicroArray","HG-U133_Plus_2","OLFML3","3.733","13.378","False"
"A549","","","GSE135402","RNASeq","","NTS","-10.073","-13.376","True"
"Mda-Mb231","2h","100pM","E-TABM-420","MicroArray","E-TABM-420-processed-data-1627283100","IRS1","3.228","13.364","True"
"Iose","3h","","GSE6653","MicroArray","HG-U133_Plus_2","DACT1","3.019","13.363","True"
"Hepatic Stellate","2h","10ng/mL","GSE119606","RNASeq","","ANGPTL4","4.709","13.358","True"
"Primary Skin Fibroblasts_Without Lpa","","","GSE125519","MicroArray","GPL17077","EGR2","5.563","13.358","True"
"Hmsc","1d","","GSE84500","MicroArray","HG-U133_Plus_2","ADH1B","-3.473","-13.348","True"
"Dermal Fibroblast","2h","","GSE137107","MicroArray","HuGene-2_0-st","GADD45B","3.874","13.337","True"
"Fibroblast","15d","0.2ug","GSE81997","MicroArray","GPL17077","ANGPTL4","4.865","13.332","True"
"Mda-Mb231","2h","100pM","E-TABM-420","MicroArray","E-TABM-420-processed-data-1627283100","CLDN4","-3.216","-13.314","True"
"Hacat","2h","","E-MTAB-265","MicroArray","log_rsn_normalized","KANK4","3.353","13.306","True"
"T Cd4helper","6h","","GSE14330","MicroArray","HG-U133A_2","DIXDC1","3.601","13.303","True"
"Foreskin Fibroblasts_With Pcm","","","GSE16416","MicroArray","HG-U133_Plus_2","DACT1","3.623","13.302","True"
"Foreskin Fibroblasts_Without Pcm","","","GSE16416","MicroArray","HG-U133_Plus_2","KANK4","3.338","13.300","True"
"Mcf10Ca1H","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","TMEM88","1.927","13.295","True"
"Primary Normal Colon Mucosa-Derived Fibroblast","8h","","GSE39394","MicroArray","HG-U133_Plus_2","MEOX1","3.519","13.288","True"
"Mcf10Ca1H","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","JUNB","1.924","13.274","True"
"Lncap Prostate Cancer Cells And Hps19I","","","GSE51617","MicroArray","GPL4133","MFAP4","2.297","13.270","True"
"Mcf10Ca1H","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","ID3","1.923","13.266","True"
"Bm Msc Early","1h","1ng/mL","GSE46019","MicroArray","HuGene-1_0-st-v1","LINC00312","1.595","13.250","True"
"Mcf10A1","1h","5ng/mL","GSE34270","MicroArray","HuGene-1_0-st-v1","SMAD7","2.130","13.244","True"
"A549","","","GSE119145","RNASeq","","NPTX1","5.973","13.242","True"
"Smooth Muscle","","","GSE30004","MicroArray","HuGene-1_0-st-v1","FGF1","2.221","13.240","True"
"Hepg2","1h","","GSE45945","MicroArray","HuGene-1_0-st-v1","DLX2","1.297","13.233","True"
"A2780","","","GSE27526","MicroArray","HG-U133_Plus_2","RUNDC3B","-2.027","-13.224","False"
"Dermal Fibroblast","2h","","GSE137107","MicroArray","HuGene-2_0-st","JUNB","3.829","13.180","True"
"Dermal Fibroblast","4h","","GSE12493","MicroArray","GPL6848","GPR68","-3.144","-13.179","False"
"Macrophage Il4 Dex","24h","","GSE7568","MicroArray","HG-U133_Plus_2","HAMP","4.968","13.165","False"
"Synovial Fibroblast","2h","","GSE13837","MicroArray","HG-U133_Plus_2","SLC7A5","2.791","13.156","True"
