"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","MAN1C1","-1.573","-10.664","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","LAG3","1.569","10.635","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","MAP3K8","1.564","10.601","False"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","MAP3K8","1.701","10.404","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","GZMK","1.523","10.323","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","PIK3AP1","1.519","10.302","False"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","GZMH","1.877","10.288","False"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","GZMH","2.033","10.220","False"
"T Cd4h","24h","","GSE32959","MicroArray","HG-U133_Plus_2","IL12RB2","1.802","10.058","True"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","IL18RAP","1.962","9.864","False"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","IL12RB2","1.608","9.839","True"
"Nk","","","GSE63038","MicroArray","HG-U133A","IL12RB2","1.449","9.834","False"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","IL18RAP","1.590","9.727","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","TNF","1.416","9.598","False"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","IL23R","1.900","9.553","False"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","ZBED2","1.739","9.536","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","IFIT1","1.875","9.383","True"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","IL13","-1.858","-9.344","False"
"T Cd4h","24h","","GSE32959","MicroArray","HG-U133_Plus_2","ANXA3","1.648","9.199","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","LTA","1.347","9.131","False"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","ANXA3","1.663","9.118","False"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","IL26","1.802","9.061","False"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","IL21","1.801","9.058","False"
"Nk","","","GSE63038","MicroArray","HG-U133A","FES","1.331","9.037","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","GPR55","-1.331","-9.026","False"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","GLUL","1.572","8.941","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","CDH3","1.316","8.926","False"
"Nk","","","GSE63038","MicroArray","HG-U133A","CCND2","1.312","8.908","False"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","IL18R1","1.448","8.856","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","USP54","1.304","8.844","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","IL18RAP","1.760","8.808","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","CXCR3","-1.297","-8.792","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","GZMH","1.287","8.727","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","CPXM1","1.285","8.715","False"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","G0S2","1.709","8.592","False"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","CXCR3","-1.696","-8.525","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","CMPK2","1.698","8.497","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","IL22","1.247","8.451","False"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","ANXA3","1.678","8.438","False"
"Nk","","","GSE63038","MicroArray","HG-U133A","PIM1","1.214","8.242","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","FASLG","1.207","8.186","False"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","LAIR2","-1.487","-8.152","False"
"Nk","","","GSE63038","MicroArray","HG-U133A","COLQ","1.200","8.147","False"
"Nk","","","GSE63038","MicroArray","HG-U133A","IL2RA","1.195","8.112","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","METRNL","1.193","8.090","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","FURIN","1.193","8.089","False"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","CXCL8","2.120","8.026","False"
"T Cd4h","24h","","GSE32959","MicroArray","HG-U133_Plus_2","CXCL10","1.434","8.007","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","HERC5","1.407","8.001","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","GZMH","1.386","7.879","True"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","GZMA","1.563","7.822","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","DLL1","-1.153","-7.814","False"
"Nk","","","GSE63038","MicroArray","HG-U133A","MTHFD2","1.146","7.782","False"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","IL18R1","1.365","7.762","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","IL12RB2","1.364","7.755","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","IL26","1.143","7.752","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","ITGB7","-1.136","-7.705","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","JAML","-1.136","-7.701","False"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","CXCL10","1.592","7.694","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","FCMR","-1.133","-7.679","False"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","VIM","-1.396","-7.652","False"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","CXCL9","1.250","7.649","True"
"T Cd4h","24h","","GSE32959","MicroArray","HG-U133_Plus_2","TPRG1","-1.364","-7.614","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","IFI6","1.337","7.601","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","CXCL10","1.335","7.589","True"
"Nk","","","GSE63038","MicroArray","HG-U133A","IVNS1ABP","1.115","7.569","False"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","CXCL9","1.327","7.543","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","NRIP3","1.111","7.536","False"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","DDIT4","1.363","7.474","False"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","BBS12","1.486","7.470","False"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","IL4","-1.483","-7.457","False"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","STEAP1","1.481","7.448","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","PRDM1","1.488","7.445","True"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","FUT7","1.477","7.427","False"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","FCER2","-1.955","-7.405","False"
"Nk","","","GSE63038","MicroArray","HG-U133A","GTPBP8","1.090","7.400","False"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","CCL8","1.208","7.388","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","LRRN3","-1.294","-7.358","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","GZMA","1.292","7.346","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","LIME1","-1.083","-7.340","False"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","FRMD4B","1.195","7.310","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","USP18","1.283","7.296","True"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","CCND2","1.188","7.269","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","C1orf162","-1.070","-7.255","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","EPHA1","-1.068","-7.241","False"
"Nk","","","GSE63038","MicroArray","HG-U133A","CEBPB","1.062","7.210","False"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","ZBED2","1.266","7.200","True"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","SNORA33","1.432","7.199","False"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","LAG3","1.177","7.199","True"
"Nk","","","GSE63038","MicroArray","HG-U133A","SLC7A5","1.059","7.192","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","LIF","1.437","7.191","True"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","DDX60","1.437","7.191","True"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","ANXA3","1.435","7.178","True"
"Nk","","","GSE63038","MicroArray","HG-U133A","CD55","1.056","7.169","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","S100A9","1.057","7.167","False"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","P2RY14","1.478","7.142","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","CXCL16","1.044","7.076","False"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","G0S2","1.845","6.988","False"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","OAS1","1.227","6.978","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","RPS11","1.225","6.963","True"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","P2RX5","1.269","6.959","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","IFIT3","1.375","6.878","True"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","RSAD2","1.423","6.877","True"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","IGFBP7","1.118","6.842","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","TOX2","1.008","6.837","False"
"T Cd4h","24h","","GSE32959","MicroArray","HG-U133_Plus_2","KISS1R","1.225","6.837","True"
"Nk","","","GSE63038","MicroArray","HG-U133A","LRP8","1.006","6.829","False"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","CALHM6","1.197","6.804","True"
"Nk","","","GSE63038","MicroArray","HG-U133A","CMAHP","1.002","6.803","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","ANXA1","-1.003","-6.803","False"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","INSIG2","1.236","6.774","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","PPP2R1B","0.997","6.761","False"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","METRNL","1.183","6.726","True"
"Nk","","","GSE63038","MicroArray","HG-U133A","ATP8B4","0.989","6.716","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","ADAM7","0.988","6.699","False"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","IL3","-1.767","-6.689","False"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","SNORA71B","-1.329","-6.680","False"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","SAMD9L","1.379","6.664","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","ENPP2","1.172","6.662","True"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","IFI44","1.369","6.618","True"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","TNFSF13B","1.368","6.612","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","MAP3K8","1.162","6.605","True"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","SELENOI","1.316","6.585","True"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","NFIL3","1.198","6.569","False"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","SOCS2","-1.198","-6.568","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","STING1","0.968","6.564","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","CLECL1","0.967","6.558","False"
"Nk","","","GSE63038","MicroArray","HG-U133A","CD38","0.965","6.553","False"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","GBP5","1.356","6.553","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","ABCA1","0.965","6.546","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","IL1R2","1.308","6.545","True"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","ENPP2","1.301","6.543","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","HLA-DMB","-0.964","-6.539","False"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","IRF7","1.149","6.536","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","EEF1A2","0.963","6.531","False"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","FES","1.067","6.529","True"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","IL12RB2","1.300","6.507","True"
"Nk","","","GSE63038","MicroArray","HG-U133A","IL15RA","0.956","6.487","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","CXCL10","1.296","6.486","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","TBX21","1.137","6.467","True"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","P2RX5","1.707","6.466","False"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","CDO1","1.280","6.435","False"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","MTHFD2","1.051","6.429","True"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","IFI44L","1.328","6.416","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","IFIT3","1.128","6.415","True"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","INHBA","1.326","6.410","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","NELL2","-0.945","-6.409","False"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","UBE2S","-1.166","-6.392","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","MX1","1.274","6.373","True"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","GNG8","-1.266","-6.366","False"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","TRAT1","-1.678","-6.356","False"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","IL1R2","1.117","6.353","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","DDX60","1.115","6.341","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","CD248","-0.933","-6.329","False"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","HDGFL3","1.034","6.326","True"
"Nk","","","GSE63038","MicroArray","HG-U133A","GZMH","0.929","6.305","False"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","HES1","1.250","6.283","False"
"Nk","","","GSE63038","MicroArray","HG-U133A","FURIN","0.923","6.262","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","RSAD2","1.250","6.254","True"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","MEOX1","-1.243","-6.248","False"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","CCL17","1.649","6.244","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","CCL5","-0.919","-6.229","False"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","CMPK2","1.288","6.225","True"
"Nk","","","GSE63038","MicroArray","HG-U133A","PTPN2","0.911","6.187","False"
"Nk","","","GSE63038","MicroArray","HG-U133A","BATF","0.911","6.184","False"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","CCL4","1.124","6.163","False"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","LIF","1.122","6.150","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","GNG8","-0.903","-6.125","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","ATP8B4","0.903","6.124","False"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","ZNF423","1.267","6.124","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","MX1","1.077","6.121","True"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","NCR3","-1.217","-6.121","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","CXCL9","1.221","6.110","True"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","SNORA65","1.211","6.089","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","NAPSB","1.216","6.086","True"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","TXNDC9","1.215","6.078","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","ZBED2","0.896","6.072","False"
"T Cd4h","24h","","GSE32959","MicroArray","HG-U133_Plus_2","WSB1","1.087","6.071","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","LAIR2","-0.894","-6.061","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","IL18R1","1.211","6.057","True"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","MRPL20","-1.249","-6.038","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","MEOX1","-1.062","-6.037","True"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","SNORD89","1.199","6.030","False"
"T Cd4h","24h","","GSE32959","MicroArray","HG-U133_Plus_2","AHRR","-1.078","-6.018","True"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","SLC2A3","1.098","6.017","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","TMEM71","-0.887","-6.014","False"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","TBX21","0.982","6.008","True"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","IL2RA","0.977","5.980","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","PIM1","0.880","5.968","False"
"T Cd4h","24h","","GSE32959","MicroArray","HG-U133_Plus_2","IDO1","1.068","5.965","True"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","HIRA","1.088","5.964","False"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","ANKRD22","1.574","5.961","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","NAP1L5","1.189","5.949","True"
"T Cd4h","24h","","GSE32959","MicroArray","HG-U133_Plus_2","GZMH","1.065","5.946","True"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","GIMAP4","1.084","5.944","False"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","CCL3","1.568","5.938","False"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","EPAS1","1.179","5.930","False"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","PLAAT4","1.227","5.930","True"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","S100A9","1.566","5.928","False"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","RNF149","1.042","5.923","True"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","PIM1","0.965","5.903","True"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","PLAAT4","-0.870","-5.899","False"
"Nk","","","GSE63038","MicroArray","HG-U133A","IRAG2","-0.866","-5.877","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","USP18","1.174","5.874","True"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","FURIN","0.960","5.870","True"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","GZMA","-1.164","-5.854","False"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","P2RX5","0.957","5.852","True"
"Nk","","","GSE63038","MicroArray","HG-U133A","SELL","0.860","5.838","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","ID3","-0.859","-5.823","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","GNPDA1","-0.858","-5.820","False"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","S100A4","-1.062","-5.820","False"
"Nk","","","GSE63038","MicroArray","HG-U133A","LTA","0.857","5.820","False"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","PRG4","1.157","5.818","False"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","DDX60","1.202","5.809","True"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","RCAN2","1.532","5.800","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","CD52","-0.854","-5.790","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","IL12RB2","0.853","5.785","False"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","GBP1","1.196","5.777","True"
"Activated Naive T Cd4","","","GSE78276","RNASeq","","CCL4","1.148","5.772","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","RFK","1.153","5.767","True"
"T Cd4h","24h","","GSE32959","MicroArray","HG-U133_Plus_2","IL18R1","1.032","5.763","True"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","CYBA","-1.051","-5.761","False"
"T Cd4h","24h","","GSE32959","MicroArray","HG-U133_Plus_2","SERPINB2","-1.032","-5.760","True"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","IL7R","1.048","5.746","False"
"T Cd4h","24h","","GSE32959","MicroArray","HG-U133_Plus_2","P2RY14","1.028","5.741","True"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","TNFRSF8","1.146","5.734","True"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","DDIT4L","1.005","5.713","True"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","SNORD89","1.508","5.709","False"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","IL10","1.506","5.703","False"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","PMAIP1","0.932","5.700","True"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","TBX21","1.039","5.698","False"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","LTBP3","-1.039","-5.694","False"
"Nk","","","GSE63038","MicroArray","HG-U133A","ZFP36L2","-0.838","-5.691","False"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","FN1","1.502","5.689","False"
"Nk","","","GSE63038","MicroArray","HG-U133A","DUSP5","0.834","5.664","False"
"Cd8Cd45Ra+","","","GSE27337","MicroArray","GPL6884","BATF","0.835","5.662","False"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","CTSL","-1.495","-5.661","False"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","GBP3","1.170","5.655","True"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","LRRN3","-1.030","-5.645","False"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","LRRC28","1.490","5.642","False"
"Nk","","","GSE63038","MicroArray","HG-U133A","CXCR4","-0.831","-5.641","False"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","ANKRD36BP2","1.163","5.622","True"
"Nk","","","GSE63038","MicroArray","HG-U133A","IL7R","-0.828","-5.620","False"
"T Cd4h","72h","","GSE32959","MicroArray","HG-U133_Plus_2","GZMK","0.987","5.614","True"
"Nk","","","GSE63038","MicroArray","HG-U133A","RORA","0.827","5.611","False"
"Pbmc","","","GSE12839","MicroArray","HG-U133A","LRP8","0.917","5.608","True"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","ALOX5AP","-1.480","-5.604","False"
"T Cd4h","48h","","GSE32959","MicroArray","HG-U133_Plus_2","GZMB","1.118","5.596","True"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","TMEM160","-1.020","-5.594","False"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","NARF","1.020","5.594","False"
"T Cd4h","12h","","GSE32959","MicroArray","HG-U133_Plus_2","CXCL9","1.153","5.574","True"
"Blood Tregs","4d","20ng/mL","GSE119191","RNASeq","","LPAR6","-1.470","-5.568","False"
"T Cd4","48h","","GSE20198","MicroArray","HG-U133A","G0S2","1.012","5.549","False"
