"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Huvec","6h","","GSE27870","MicroArray","GPL4044","RPS13","89.598","19.956","True"
"Synovial Fibroblast","1h","","GSE13837","MicroArray","HG-U133_Plus_2","CXCL2","4.688","19.954","True"
"Jurkat","","","GSE46599","MicroArray","GPL10558","IFI44","6.418","19.926","True"
"Huvec","3h","","GSE27870","MicroArray","GPL4044","CCN2","-77.337","-19.926","True"
"Sgbs Adipocyte","","","GSE64233","RNASeq","","NFKBIZ","2.827","19.889","True"
"Umbilical Cord","","","GSE82036","MicroArray","GPL10558","SELE","5.859","19.873","True"
"Synovial Fibroblast","2h","","GSE13837","MicroArray","HG-U133_Plus_2","CXCL3","6.337","19.859","True"
"A549","","","GSE32254","MicroArray","HuGene-1_0-st-v1","CLEC4E","3.761","19.851","True"
"Thp1","2h","10ng/mL","GSE26868","MicroArray","HG-U133_Plus_2","CCL4","4.952","19.844","True"
"Ht1080","","","GSE46599","MicroArray","GPL10558","MX2","5.836","19.828","True"
"Thp1","2h","10ng/mL","GSE26868","MicroArray","HG-U133_Plus_2","TNF","4.945","19.816","True"
"Nhbe","0.5h","100ng/mL","E-MTAB-1312","MicroArray","HG-U133_Plus_2","CXCL2","2.834","19.812","True"
"Jurkat","","","GSE46599","MicroArray","GPL10558","IFIT3","6.380","19.808","True"
"Small Airway Epithelial","1h","","GSE61220","RNASeq","","CXCL8","4.562","19.806","True"
"Bronchus Epithelial","4h","10ng/mL","E-MTAB-1027","MicroArray","HG-U133_Plus_2","CXCL10","3.361","19.777","True"
"Cem-Ss","","","GSE46599","MicroArray","GPL10558","OAS1","6.118","19.772","True"
"Nhbe","4h","10ng/mL","E-MTAB-1312","MicroArray","HG-U133_Plus_2","CXCL10","3.742","19.768","True"
"Nhbe","4h","30ng/mL","E-MTAB-1312","MicroArray","HG-U133_Plus_2","PTX3","4.010","19.742","True"
"Neutrophil","1h","10ng/mL","GSE40548","RNASeq","","GPR84","5.651","19.703","True"
"Bronchus Epithelial","0.5h","10ng/mL","E-MTAB-1027","MicroArray","HG-U133_Plus_2","TNF","2.495","19.698","True"
"Synovial Fibroblast","1h","","GSE13837","MicroArray","HG-U133_Plus_2","IL6","4.627","19.695","True"
"Bronchial Epithelial Beas-B2","","","GSE16650","MicroArray","HG-U133_Plus_2","PTX3","3.926","19.679","True"
"Hela","1h","","GSE116284","RNASeq","","IL6","5.183","19.647","True"
"Nhbe","4h","10ng/mL","E-MTAB-1312","MicroArray","HG-U133_Plus_2","PTX3","3.712","19.611","True"
"Nhbe","4h","30ng/mL","E-MTAB-1312","MicroArray","HG-U133_Plus_2","CCL20","3.976","19.574","True"
"Jurkat","","","GSE46599","MicroArray","GPL10558","IFI27","6.297","19.551","True"
"Cultured Primary Keratinocyte","","10ng/mL","GSE24767","MicroArray","GPL6947","MMP9","4.409","19.548","True"
"Thp1","2h","10ng/mL","GSE26868","MicroArray","HG-U133_Plus_2","CXCL10","4.873","19.526","True"
"Small Airway Epithelial","1h","","GSE61220","RNASeq","","TNF","4.495","19.518","True"
"Huvec","4h","","GSE27870","MicroArray","GPL4044","HSPA8","-73.356","-19.451","True"
"Hcaec3D Culture","16h","1000pg/mL","E-MTAB-7555","MicroArray","HG-U133_Plus_2","CD69","4.862","19.443","True"
"Bronchus Epithelial","4h","100ng/mL","E-MTAB-1027","MicroArray","HG-U133_Plus_2","TNFAIP6","3.721","19.344","True"
"Hela","1h","","GSE116284","RNASeq","","TNFAIP3","5.092","19.301","True"
"Neutrophil","1h","","GSE70068","RNASeq","","IL1A","6.421","19.281","True"
"Hela","1h","","GSE116284","RNASeq","","CCL20","5.085","19.276","True"
"Hek293 Delta-Raf1:Er","4h","","GSE97979","RNASeq","","TNFAIP3","4.218","19.276","True"
"U87-Mg","","","GSE46599","MicroArray","GPL10558","MX2","6.602","19.181","True"
"Bronchial Epithelial Beas-B2","","","GSE16650","MicroArray","HG-U133_Plus_2","CXCL1","3.822","19.157","True"
"Huvec","5h","","GSE27870","MicroArray","GPL4044","RPS12","-67.680","-19.065","True"
"Nhbe","4h","100ng/mL","E-MTAB-1312","MicroArray","HG-U133_Plus_2","CCL20","4.033","19.060","True"
"Jurkat","","","GSE46599","MicroArray","GPL10558","OAS1","6.123","19.009","True"
"Hek293+Dmso","30m","10ng/mL","GSE101626","MicroArray","GPL14550","CXCL3","3.838","19.009","True"
"Nhbe","2h","100ng/mL","E-MTAB-1312","MicroArray","HG-U133_Plus_2","TNFAIP6","4.081","18.944","True"
"Ht1080","","","GSE46599","MicroArray","GPL10558","IFI44L","5.573","18.932","True"
"Endocrine Tumor","","","GSE64250","MicroArray","HuGene-1_1-st-v1","C3","3.481","18.924","True"
"Bronchus Epithelial","4h","1ng/mL","E-MTAB-1027","MicroArray","HG-U133_Plus_2","CCL20","2.586","18.899","True"
"Ht1080","","","GSE46599","MicroArray","GPL10558","IFITM1","5.558","18.884","True"
"Huvec","5h","","GSE27870","MicroArray","GPL4044","SELE","67.027","18.881","True"
"Bronchus Epithelial","2h","100ng/mL","E-MTAB-1027","MicroArray","HG-U133_Plus_2","TNFAIP6","3.396","18.857","True"
"Bronchus Epithelial","4h","100ng/mL","E-MTAB-1027","MicroArray","HG-U133_Plus_2","CXCL10","3.623","18.832","True"
"Hct116","","","GSE28115","RNASeq","","CXCL1","4.932","18.830","True"
"Hek293 Delta-Raf1:Er","1h","","GSE97979","RNASeq","","CXCL1","3.653","18.791","True"
"Gingival Fibroblast","6h","","GSE13903","MicroArray","GPL7768","IFIT2","-6.138","-18.774","False"
"Trabecular Bone","24h","0.1nM","GSE21727","MicroArray","GPL6104","ACTC1","1.932","18.769","False"
"Sgbs Adiposytes","90m","10ng/mL","GSE60462","RNASeq","","CXCL2","3.737","18.756","True"
"Hek293","","","GSE28548","MicroArray","HG-U133_Plus_2","VCAM1","4.051","18.716","True"
"Huvec","5h","2ng/mL","GSE2639","MicroArray","HG-U133A","ICAM1","4.455","18.683","True"
"Thp1","","","GSE46599","MicroArray","GPL10558","IFI44L","7.515","18.682","True"
"Huvec","4h","","GSE27870","MicroArray","GPL4044","EEF1A1","70.430","18.675","True"
"Calu32B4","6h","","GSE56678","MicroArray","GPL6480","LTB","3.780","18.656","True"
"Bronchus Epithelial","4h","10ng/mL","E-MTAB-1027","MicroArray","HG-U133_Plus_2","CCL20","3.169","18.651","True"
"Mda-Mb468_Without Apigenin","","40ng/mL","GSE133968","MicroArray","GPL17692","CXCL10","4.873","18.592","True"
"Sgbs Adiposytes","90m","10ng/mL","GSE60462","RNASeq","","IER3","3.704","18.589","True"
"Nhbe","4h","100ng/mL","E-MTAB-1312","MicroArray","HG-U133_Plus_2","MMP12","3.926","18.553","True"
"2D10 Jurkat T","6h","","GSE109460","RNASeq","","NFKBIA","2.670","18.516","True"
"Sgbs Adiposytes","90m","10ng/mL","GSE60462","RNASeq","","NFKBIA","3.679","18.464","True"
"Mcf7","90m","","GSE37139","MicroArray","HuGene-1_0-st-v1","IRF1","3.090","18.391","True"
"Bronchus Epithelial","4h","1ng/mL","E-MTAB-1027","MicroArray","HG-U133_Plus_2","CXCL10","2.515","18.381","True"
"Neutrophil","1h","","GSE70068","RNASeq","","CCL4","6.121","18.381","True"
"Huvec","1.5h","","GSE27870","MicroArray","GPL4044","RPL32","-73.373","-18.376","True"
"Bronchus Epithelial","2h","1ng/mL","E-MTAB-1027","MicroArray","HG-U133_Plus_2","PTX3","2.637","18.372","True"
"Hct116","","","GSE28115","RNASeq","","CXCL2","4.806","18.351","True"
"Nhbe","4h","30ng/mL","E-MTAB-1312","MicroArray","HG-U133_Plus_2","MMP13","3.726","18.344","True"
"Bronchus Epithelial","0.5h","100ng/mL","E-MTAB-1027","MicroArray","HG-U133_Plus_2","TNF","2.822","18.333","True"
"Nhbe","4h","100ng/mL","E-MTAB-1312","MicroArray","HG-U133_Plus_2","PTX3","3.879","18.331","True"
"Gingival Fibroblast","1h","","GSE13903","MicroArray","GPL7768","IRF1","-3.170","-18.330","False"
"Ht1080","","","GSE46599","MicroArray","GPL10558","MX1","5.369","18.239","True"
"Nhbe","4h","10ng/mL","E-MTAB-1312","MicroArray","HG-U133_Plus_2","CXCL8","3.451","18.231","True"
"Bronchial Epithelial Beas-B2","","","GSE16650","MicroArray","HG-U133_Plus_2","CCL2","3.633","18.212","True"
"Huvec","1.5h","","GSE27870","MicroArray","GPL4044","SELE","72.709","18.210","True"
"Adalimumab Therapy_Blood","3h","10ng/mL","E-MTAB-5094","MicroArray","Transformed_Loess_Normalised_Data","TAT","4.276","18.193","True"
"Melanoma","72h","10ng/mL","GSE19428","MicroArray","HG-U133A_2","IL1B","6.355","18.189","True"
"Cem-Ss","","","GSE46599","MicroArray","GPL10558","IFI6","5.620","18.162","True"
"Hct116","","","GSE28115","RNASeq","","CCL20","4.754","18.152","True"
"Smooth Muscle","","","GSE96962","RNASeq","","CXCL8","7.990","18.097","True"
"Hct116+Dmso","2h","10ng/mL","GSE101628","RNASeq","","CXCL1","3.863","18.085","True"
"U937","","","GSE46599","MicroArray","GPL10558","IFIT3","6.205","18.070","True"
"Cem","","","GSE46599","MicroArray","GPL10558","MX2","5.626","18.061","True"
"Huvec","","","GSE22175","MicroArray","HG-U133A_2","SELE","9.537","18.056","True"
"Huvec","5h","","GSE27870","MicroArray","GPL4044","DYNLL1","-64.067","-18.047","True"
"Nhbe","4h","100ng/mL","E-MTAB-1312","MicroArray","HG-U133_Plus_2","MMP13","3.818","18.042","True"
"Etanercept Therapy_Blood","3h","10ng/mL","E-MTAB-5094","MicroArray","Transformed_Loess_Normalised_Data","ABHD13","4.490","18.035","True"
"Nhbe","2h","100ng/mL","E-MTAB-1312","MicroArray","HG-U133_Plus_2","MMP12","3.885","18.034","True"
"Huvec","5h","","GSE27870","MicroArray","GPL4044","FHL2","-63.940","-18.011","True"
"Detroit562","","","GSE91019","RNASeq","","NFKBIA","2.449","17.999","True"
"Umbilical Cord","","","GSE82036","MicroArray","GPL10558","ICAM1","5.306","17.997","True"
"Hek293+Dmso","2h","10ng/mL","GSE101629","RNASeq","","JUNB","2.516","17.989","True"
"Colon Adenocarcinoma Cell Line Ht29","","","GSE108621","RNASeq","","PI3","4.446","17.983","True"
"Cem","","","GSE46599","MicroArray","GPL10558","IFIT1","5.601","17.981","True"
"293","24h","","GSE136439","MicroArray","HT_HG-U133_Plus_PM","ALDH1A1","-2.364","-17.955","False"
"Synovial Fibroblast","4h","","GSE13837","MicroArray","HG-U133_Plus_2","CXCL8","7.437","17.927","True"
"Huvec","5h","","GSE27870","MicroArray","GPL4044","RPL32","-63.565","-17.906","True"
"Primary T Cd4","","","GSE46599","MicroArray","GPL10558","IFIT3","5.685","17.901","True"
"T84","","","GSE1474","MicroArray","GPL96","CCL20","3.615","17.896","True"
"Huvec","4h","","GSE27870","MicroArray","GPL4044","HNRNPA1","67.485","17.894","True"
"Hcaec3D Culture","4h","1000pg/mL","E-MTAB-7555","MicroArray","HG-U133_Plus_2","CX3CL1","5.068","17.885","True"
