"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Huh7","0.5h","","GSE48400","MicroArray","GPL10558","EGR1","2.150","23.906","False"
"Peripheral Blood Mononuclear","12mon","","GSE33464","MicroArray","HG-U133_Plus_2","RSAD2","2.403","23.714","True"
"Huh7","6h","","GSE48400","MicroArray","GPL10558","IFIT2","6.105","23.598","True"
"Astrocytes.Ctx","4h","10U/mL","GSE89476","RNASeq","","IFIT1","8.239","23.578","True"
"A549","","500U/mL","GSE35267","MicroArray","GPL10558","IFIT2","5.736","23.578","True"
"Hnec","","","GSE19182","MicroArray","HuGene-1_0-st-v1","MX2","5.487","23.549","True"
"Hek293T","","","GSE99249","RNASeq","","IFI44","6.803","23.498","True"
"Bronchial Epithelial","6h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","IFIT1","8.773","23.483","True"
"Thp1","","","GSE128113","RNASeq","","CXCL10","7.431","23.418","True"
"Astrocytes.Cbl","4h","10U/mL","GSE89476","RNASeq","","IFIT2","7.951","23.385","True"
"Pbmc From Patients With Multiple Sclerosis","24mon","","GSE26104","MicroArray","HG-U133_Plus_2","IFI27","4.615","23.378","True"
"Skmel2","8h","1000Units/mL","GSE51114","MicroArray","GPL14550","CCNJ","4.711","23.365","False"
"T Cd4","4h","","GSE60235","MicroArray","HuGene-1_0-st-v1","IFIT1","4.771","23.221","True"
"Hek293T","","","GSE99249","RNASeq","","IFI6","6.718","23.204","True"
"Huh7","1h","","GSE48400","MicroArray","GPL10558","IFIT2","2.544","23.110","True"
"Huh7","2h","","GSE48400","MicroArray","GPL10558","IFIT2","3.490","22.989","True"
"Huh7","4h","","GSE48400","MicroArray","GPL10558","MX1","4.871","22.984","True"
"Pbmc","","","GSE16214","MicroArray","HG-U133_Plus_2","IFI44L","2.216","22.927","True"
"Pbmc","24h","","GSE14386","MicroArray","HG-U133_Plus_2","CXCL11","2.836","22.833","True"
"Peripheral Blood Mononuclear","1mon","","GSE33464","MicroArray","HG-U133_Plus_2","RSAD2","3.148","22.805","True"
"Hnec","","","GSE19182","MicroArray","HuGene-1_0-st-v1","IFIT1","5.285","22.683","True"
"Peripheral Blood Mononuclear","1mon","","GSE33464","MicroArray","HG-U133_Plus_2","IFI44L","3.119","22.597","True"
"Huh7","6h","","GSE48400","MicroArray","GPL10558","MX1","5.841","22.578","True"
"A375","8h","1000Units/mL","GSE51114","MicroArray","GPL14550","ZNF654","-5.158","-22.576","False"
"Pbmc.Complete_Responder","4h","8MU","GSE138064","MicroArray","HTA-2_0","CCL2","3.318","22.558","False"
"Hek293T","","","GSE99249","RNASeq","","IFITM1","6.503","22.460","True"
"Peripheral Blood Mononuclear","12mon","","GSE33464","MicroArray","HG-U133_Plus_2","IFIT1","2.270","22.404","True"
"Cvb3-Infected Hipsc-Cms","12h","8ng/mL","GSE57781","MicroArray","HuGene-2_0-st","ISG15","4.524","22.369","True"
"Hek293T","","","GSE99249","RNASeq","","ISG15","6.462","22.318","True"
"Bronchial Epithelial","1.5h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","IFIT3","5.129","22.264","True"
"Bronchial Epithelial","2h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","MX1","5.327","22.255","True"
"Dermal Fibroblast_Control","10h","1000IU/mL","GSE67737","MicroArray","GPL10558","MX1","6.720","22.067","True"
"Hela","10h","100U/mL","GSE103363","MicroArray","HuGene-1_0-st-v1","MX2","4.733","22.031","True"
"Glioma","24h","300IU/mL","GSE53213","MicroArray","HG-U133A_2","CXCL10","7.935","21.909","True"
"Pbmc","2h","100U/m","E-MTAB-1724","MicroArray","HuGene-1_1-st-v1","IFIT1","6.715","21.875","True"
"Peripheral Blood Mononuclear","12mon","","GSE33464","MicroArray","HG-U133_Plus_2","IFI27","2.217","21.872","True"
"Huh7","2h","","GSE48400","MicroArray","GPL10558","IRF1","3.311","21.807","True"
"Pbmc","2h","100U/m","E-MTAB-1724","MicroArray","HuGene-1_1-st-v1","CXCL10","6.669","21.723","True"
"A549","","500U/mL","GSE35267","MicroArray","GPL10558","IFI27","5.284","21.723","True"
"Cvb3-Infected Hipsc-Cms","12h","8ng/mL","GSE57781","MicroArray","HuGene-2_0-st","IFIT3","4.389","21.703","True"
"Bronchial Epithelial","8h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","IFIT1","8.838","21.675","True"
"Huh7","2h","","GSE48400","MicroArray","GPL10558","MX1","3.289","21.663","True"
"Placenta","","","GSE104348","RNASeq","","IFIT1","6.689","21.611","True"
"Bronchial Epithelial","2h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","IFIT2","5.172","21.607","True"
"Dermal Fibroblast_Control","10h","1000IU/mL","GSE67737","MicroArray","GPL10558","IFIT2","6.568","21.570","True"
"Huh7","24h","","GSE48400","MicroArray","GPL10558","MX1","6.868","21.528","True"
"Glioma","24h","300IU/mL","GSE53213","MicroArray","HG-U133A_2","IFI44L","7.787","21.500","True"
"Pbmc.Complete_Responder","4h","16MU","GSE138064","MicroArray","HTA-2_0","IFIT1","4.266","21.491","True"
"Huh7","4h","","GSE48400","MicroArray","GPL10558","TAP1","4.533","21.392","True"
"Pbmc.Partial_Responder","24h","16MU","GSE138064","MicroArray","HTA-2_0","CCL2","2.793","21.388","True"
"Huh7","12h","","GSE48400","MicroArray","GPL10558","MX1","6.638","21.384","True"
"Bronchial Epithelial","4h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","IFIT3","7.040","21.326","True"
"Sle Keratinocyte","","","GSE124939","RNASeq","","CXCL10","9.995","21.302","True"
"Hek293T","","","GSE99249","RNASeq","","IFIT2","6.165","21.295","True"
"Glioma","6h","300IU/mL","GSE53213","MicroArray","HG-U133A_2","RSAD2","8.007","21.262","True"
"Dendritic","","","GSE54970","MicroArray","HG-U133_Plus_2","CXCL10","8.797","21.242","True"
"Dermal Fibroblast","24h","100U/mL","GSE47616","MicroArray","GPL10558","IFI27","6.299","21.102","True"
"Astrocytes.Cbl","4h","10U/mL","GSE89476","RNASeq","","RSAD2","7.154","21.042","True"
"Huh7","4h","","GSE48400","MicroArray","GPL10558","IFIT3","4.436","20.933","True"
"Normal Keratinocyte","","","GSE124939","RNASeq","","CXCL10","8.819","20.885","True"
"Huh7","6h","","GSE48400","MicroArray","GPL10558","TAP1","5.393","20.846","True"
"Hnec","","","GSE19182","MicroArray","HuGene-1_0-st-v1","RSAD2","4.849","20.812","True"
"Bronchial Epithelial","12h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","IFIT1","8.765","20.798","True"
"Astrocytes.Ctx","4h","10U/mL","GSE89476","RNASeq","","RSAD2","7.261","20.780","True"
"Pbmc.Partial_Responder","24h","Clinical","GSE138064","MicroArray","HTA-2_0","SERPING1","1.963","20.756","True"
"Bronchial Epithelial","4h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","RSAD2","6.841","20.722","True"
"Huh7","0.5h","","GSE48400","MicroArray","GPL10558","FOS","1.863","20.715","False"
"Thp1","","","GSE128113","RNASeq","","CCL8","6.551","20.644","True"
"Embryonic Stem","48h","500pM","GSE94521","MicroArray","HG-U133_Plus_2","IFI27","8.332","20.526","True"
"Pbmc.Partial_Responder","4h","16MU","GSE138064","MicroArray","HTA-2_0","CCL2","3.744","20.525","True"
"T Cd4","4h","","GSE60235","MicroArray","HuGene-1_0-st-v1","OAS1","4.208","20.480","True"
"Endothelial","","","GSE3920","MicroArray","GPL96","RSAD2","10.647","20.368","True"
"Supt1","","100U/m","E-MTAB-1326","MicroArray","SAMHD1_and_IFN_human_cells","IFI44","6.117","20.272","True"
"Astrocytes.Ctx","4h","10U/mL","GSE89476","RNASeq","","IFIT2","7.056","20.194","True"
"Sle Keratinocyte","","","GSE124939","RNASeq","","CXCL11","9.471","20.187","True"
"Fibroblast","6h","","GSE50954","MicroArray","GPL6104","HERC5","4.521","20.174","True"
"Pbmc","","","GSE53716","MicroArray","HG-U133_Plus_2","IFI27","4.343","20.169","True"
"Bronchial Epithelial","18h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","IFIT1","8.542","20.167","True"
"Pbmc.Partial_Responder","4h","Clinical","GSE138064","MicroArray","HTA-2_0","CCL8","3.485","20.147","True"
"Pbmc.Complete_Responder","4h","16MU","GSE138064","MicroArray","HTA-2_0","RSAD2","3.997","20.137","True"
"Bronchial Epithelial","6h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","MX1","7.503","20.082","True"
"T Lymphocyte","","","GSE34627","MicroArray","GPL6884","IFIT3","6.470","20.008","True"
"Pbmc.Partial_Responder","4h","16MU","GSE138064","MicroArray","HTA-2_0","CCL8","3.648","20.003","True"
"Hek293T","","","GSE99249","RNASeq","","BST2","5.788","19.990","True"
"Hek293T","","","GSE99249","RNASeq","","RSAD2","5.773","19.940","True"
"Huh7","4h","","GSE48400","MicroArray","GPL10558","CXCL10","4.212","19.877","True"
"Normal Keratinocyte","","","GSE124939","RNASeq","","CXCL11","8.392","19.874","True"
"Pbmc.Partial_Responder","4h","Clinical","GSE138064","MicroArray","HTA-2_0","CCL2","3.433","19.846","True"
"Bronchial Epithelial","2h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","RSAD2","4.739","19.798","True"
"Pbmc.Complete_Responder","24h","8MU","GSE138064","MicroArray","HTA-2_0","CCL2","2.123","19.795","True"
"Pbmc","2h","100U/m","E-MTAB-1724","MicroArray","HuGene-1_1-st-v1","RSAD2","6.069","19.771","True"
"Pbmc.Complete_Responder","4h","16MU","GSE138064","MicroArray","HTA-2_0","CCL2","3.920","19.748","True"
"Supt1","","100U/m","E-MTAB-1326","MicroArray","SAMHD1_and_IFN_human_cells","ZNF300","-5.954","-19.732","True"
"Hela","","100U/m","E-MTAB-1326","MicroArray","SAMHD1_and_IFN_human_cells","IFI27","6.721","19.725","True"
"Huh7","2h","","GSE48400","MicroArray","GPL10558","IFIT3","2.991","19.698","True"
"Bronchial Epithelial","1.5h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","IFIT2","4.530","19.665","True"
"Bronchial Epithelial","6h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","RSAD2","7.341","19.651","True"
"Skmel2","8h","1000Units/mL","GSE51114","MicroArray","GPL14550","IFRD1","3.961","19.646","False"
"Placenta","","","GSE104348","RNASeq","","CXCL10","6.079","19.639","True"
"Bronchial Epithelial","8h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","MX1","7.984","19.581","True"
"Pbmc From Patients With Multiple Sclerosis","12mon","","GSE26104","MicroArray","HG-U133_Plus_2","IFI44L","4.036","19.572","True"
"Bronchial Epithelial","8h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","RSAD2","7.911","19.401","True"
"Glioma","24h","300IU/mL","GSE53213","MicroArray","HG-U133A_2","IFITM1","7.025","19.394","True"
"Placenta","","","GSE104348","RNASeq","","ISG15","6.002","19.392","True"
"Huh7","12h","","GSE48400","MicroArray","GPL10558","IFIT2","6.010","19.364","True"
"Huh7","2h","","GSE48400","MicroArray","GPL10558","TAP1","2.938","19.347","True"
"Bronchial Epithelial","4h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","MX1","6.386","19.345","True"
"Pbmc.Partial_Responder","4h","8MU","GSE138064","MicroArray","HTA-2_0","IFIT1","3.406","19.340","True"
"Astrocytes.Cbl","4h","10U/mL","GSE89476","RNASeq","","IFIT3","6.571","19.328","True"
"Bronchial Epithelial","6h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","IFIT3","7.219","19.324","True"
"Huh7","24h","","GSE48400","MicroArray","GPL10558","SLC15A3","6.165","19.322","True"
"T Cd4","4h","","GSE60235","MicroArray","HuGene-1_0-st-v1","RSAD2","3.970","19.322","True"
"Pbmc.Partial_Responder","24h","16MU","GSE138064","MicroArray","HTA-2_0","CXCL10","2.521","19.312","True"
"Pbmc","18h","100IU/mL","GSE71634","MicroArray","GPL10558","CCL8","6.991","19.296","True"
"Normal Keratinocyte","","","GSE124939","RNASeq","","IFIT2","8.147","19.294","True"
"Pbmc","18h","100IU/mL","GSE71634","MicroArray","GPL10558","IFI27","6.983","19.275","True"
"Bronchial Epithelial","2h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","CXCL11","4.613","19.275","True"
"Peripheral Blood Mononuclear","1mon","","GSE33464","MicroArray","HG-U133_Plus_2","IFIT1","2.660","19.269","True"
"Bronchial Epithelial","12h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","MX1","8.111","19.246","True"
"Glioma","24h","300IU/mL","GSE53213","MicroArray","HG-U133A_2","IFI27","6.970","19.244","True"
"Bronchial Epithelial","2h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","CXCL10","4.600","19.218","True"
"Hek293T","","","GSE99249","RNASeq","","IFI44L","5.555","19.187","True"
"Bronchial Epithelial","18h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","MX1","8.122","19.175","True"
"Lymphoblast","4h","100U/mL","GSE58240","MicroArray","GPL10558","RSAD2","3.571","19.147","True"
"Astrocytes.Ctx","4h","10U/mL","GSE89476","RNASeq","","IFIT3","6.689","19.144","True"
"Cvb3-Infected Hipsc-Cms","12h","8ng/mL","GSE57781","MicroArray","HuGene-2_0-st","PARP14","3.868","19.126","True"
"Pbmc.Partial_Responder","4h","8MU","GSE138064","MicroArray","HTA-2_0","CCL2","3.358","19.071","True"
"Pbmc.Partial_Responder","4h","8MU","GSE138064","MicroArray","HTA-2_0","RSAD2","3.355","19.053","True"
"Embryonic Stem","48h","500pM","GSE94521","MicroArray","HG-U133_Plus_2","OAS1","7.733","19.051","True"
"Hela","10h","100U/mL","GSE103363","MicroArray","HuGene-1_0-st-v1","IFIT1","4.088","19.028","True"
"Hela","10h","100U/mL","GSE103363","MicroArray","HuGene-1_0-st-v1","DDX58","4.088","19.027","True"
"Huh7","12h","","GSE48400","MicroArray","GPL10558","TAP1","5.905","19.024","True"
"Hela","10h","100U/mL","GSE103363","MicroArray","HuGene-1_0-st-v1","SAMD9L","4.084","19.009","True"
"Huh7","6h","","GSE48400","MicroArray","GPL10558","CXCL10","4.914","18.993","True"
"Embryonic Stem","48h","500pM","GSE94521","MicroArray","HG-U133_Plus_2","MX1","7.705","18.981","True"
"Lymphoblast","4h","100U/mL","GSE58240","MicroArray","GPL10558","TNFSF10","3.537","18.969","True"
"Huh7","12h","","GSE48400","MicroArray","GPL10558","SLC15A3","5.883","18.953","True"
"Ph5Ch8","12h","","GSE117127","RNASeq","","OAS1","5.497","18.898","True"
"Bronchial Epithelial","12h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","RSAD2","7.940","18.841","True"
"Embryonic Stem","48h","500pM","GSE94521","MicroArray","HG-U133_Plus_2","RSAD2","7.644","18.833","True"
"Fibroblast","8h","","E-MTAB-5919","RNASeq","","IFIT1","7.483","18.752","True"
"Ph5Ch8","12h","","GSE117127","RNASeq","","ISG15","5.450","18.735","True"
"Hek293T","","","GSE99249","RNASeq","","IFITM3","5.423","18.731","True"
"Huh7","6h","","GSE48400","MicroArray","GPL10558","IFIT3","4.843","18.719","True"
"Bronchial Epithelial","4h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","CXCL10","6.179","18.716","True"
"Glioma","6h","300IU/mL","GSE53213","MicroArray","HG-U133A_2","IFIT1","7.044","18.706","True"
"Dermal Fibroblast","24h","100U/mL","GSE47616","MicroArray","GPL10558","IFI44L","5.579","18.692","True"
"Dendritic","","","GSE54970","MicroArray","HG-U133_Plus_2","RSAD2","7.738","18.685","True"
"Dendritic","","","GSE54970","MicroArray","HG-U133_Plus_2","IFIT2","7.725","18.653","True"
"Peripheral Blood Mononuclear","12mon","","GSE33464","MicroArray","HG-U133_Plus_2","SIGLEC1","1.890","18.650","True"
"Pbmc","2h","100U/m","E-MTAB-1724","MicroArray","HuGene-1_1-st-v1","IFIT2","5.716","18.619","True"
"T Cd4","4h","","GSE60235","MicroArray","HuGene-1_0-st-v1","MX1","3.821","18.597","True"
"Astrocytes.Ctx","4h","10U/mL","GSE89476","RNASeq","","MX1","6.471","18.520","True"
"Hela","10h","100U/mL","GSE103363","MicroArray","HuGene-1_0-st-v1","PARP9","3.978","18.517","True"
"Hela","10h","100U/mL","GSE103363","MicroArray","HuGene-1_0-st-v1","OAS2","3.978","18.517","True"
"Pbmc From Patients With Multiple Sclerosis","3mon","","GSE26104","MicroArray","HG-U133_Plus_2","CCL8","4.869","18.497","True"
"T Cd4","4h","","GSE60235","MicroArray","HuGene-1_0-st-v1","IFI44L","3.800","18.496","True"
"Peripheral Blood Mononuclear","1mon","","GSE33464","MicroArray","HG-U133_Plus_2","SIGLEC1","2.552","18.489","True"
"Glioma","24h","300IU/mL","GSE53213","MicroArray","HG-U133A_2","RSAD2","6.688","18.465","True"
"A549","","500U/mL","GSE35267","MicroArray","GPL10558","IFIH1","4.484","18.434","True"
"Fibroblast","8h","","E-MTAB-5919","RNASeq","","MX1","7.338","18.389","True"
"Sle Keratinocyte","","","GSE124939","RNASeq","","IFIT2","8.607","18.344","True"
"Pbmc.Complete_Responder","4h","16MU","GSE138064","MicroArray","HTA-2_0","CCL8","3.632","18.298","True"
"Bronchial Epithelial","18h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","RSAD2","7.716","18.216","True"
"Huh7","12h","","GSE48400","MicroArray","GPL10558","CXCL10","5.654","18.216","True"
"Bronchial Epithelial","18h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","MX2","7.701","18.182","True"
"Pbmc","24h","","GSE14386","MicroArray","HG-U133_Plus_2","IFI27","2.256","18.162","True"
"Placenta","","","GSE104348","RNASeq","","OAS2","5.621","18.159","True"
"Pbmc","18h","100U/m","E-MTAB-1724","MicroArray","HuGene-1_1-st-v1","CXCL11","4.902","18.155","True"
"Huh7","24h","","GSE48400","MicroArray","GPL10558","IFIT2","5.792","18.153","True"
"Huh7","24h","","GSE48400","MicroArray","GPL10558","IFI27","5.774","18.097","True"
"Monocyte-Derived Macrophage","","","E-MTAB-1437","MicroArray","Transformed_data_file","RSAD2","7.248","18.094","True"
"Bronchial Epithelial","4h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","IFIT2","5.968","18.077","True"
"Glioma","6h","300IU/mL","GSE53213","MicroArray","HG-U133A_2","IFI44L","6.807","18.076","True"
"T Cd4","4h","","GSE60235","MicroArray","HuGene-1_0-st-v1","IFI6","3.710","18.058","True"
"Astrocytes.Ctx","4h","10U/mL","GSE89476","RNASeq","","CXCL10","6.308","18.053","True"
"Huh7","4h","","GSE48400","MicroArray","GPL10558","IFIT1","3.825","18.052","True"
"Macrophage","","100U/m","E-MTAB-1326","MicroArray","SAMHD1_and_IFN_human_cells","CXCL10","8.650","18.049","True"
"Pbmc.Partial_Responder","24h","16MU","GSE138064","MicroArray","HTA-2_0","RSAD2","2.346","17.969","True"
"Hnec","","","GSE19182","MicroArray","HuGene-1_0-st-v1","IFI44","4.182","17.949","True"
"Huh7","24h","","GSE48400","MicroArray","GPL10558","TAP1","5.715","17.912","True"
"Pbmc.Complete_Responder","24h","16MU","GSE138064","MicroArray","HTA-2_0","CXCL10","2.519","17.891","True"
"Pbmc From Patients With Multiple Sclerosis","24mon","","GSE26104","MicroArray","HG-U133_Plus_2","IFI44L","3.529","17.876","True"
"Pbmc.Complete_Responder","4h","8MU","GSE138064","MicroArray","HTA-2_0","RSAD2","2.629","17.875","False"
"Bronchial Epithelial","12h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","MX2","7.529","17.866","True"
"Fibroblast","8h","","E-MTAB-5919","RNASeq","","RSAD2","7.129","17.865","True"
"A549","","500U/mL","GSE35267","MicroArray","GPL10558","SAMD9","4.346","17.865","True"
"Placenta","","","GSE104348","RNASeq","","IFIT3","5.529","17.862","True"
"Endothelial","","","GSE3920","MicroArray","GPL96","IFIT1","9.315","17.821","True"
"A549","","500U/mL","GSE35267","MicroArray","GPL10558","IFI44","4.332","17.810","True"
"Sle Keratinocyte","","","GSE124939","RNASeq","","IFIT1","8.351","17.800","True"
"Pbmc.Partial_Responder","24h","16MU","GSE138064","MicroArray","HTA-2_0","SERPING1","2.321","17.780","True"
"Fibroblast","6h","","GSE50954","MicroArray","GPL6104","IFIT2","3.984","17.778","True"
"Pbmc.Complete_Responder","4h","8MU","GSE138064","MicroArray","HTA-2_0","IFIT1","2.610","17.744","False"
"Placenta","","","GSE104348","RNASeq","","IFIT2","5.491","17.739","True"
"Bronchial Epithelial","1.5h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","CXCL10","4.085","17.731","True"
"Pbmc.Partial_Responder","4h","16MU","GSE138064","MicroArray","HTA-2_0","IFIT1","3.233","17.727","True"
"Dermal Fibroblast","24h","100U/mL","GSE47616","MicroArray","GPL10558","HERC5","5.284","17.704","True"
"Bronchial Epithelial","2h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","ISG15","4.237","17.701","True"
"Pbmc","","","GSE53716","MicroArray","HG-U133_Plus_2","IFI44L","3.805","17.671","True"
"Bronchial Epithelial","12h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","IFI44L","7.445","17.667","True"
"A549","","500U/mL","GSE35267","MicroArray","GPL10558","HELZ2","4.296","17.659","True"
"Pbmc","24h","","GSE14386","MicroArray","HG-U133_Plus_2","CXCL5","-2.189","-17.619","True"
"Pbmc","18h","100IU/mL","GSE71634","MicroArray","GPL10558","IFIT1","6.382","17.614","True"
"Bronchial Epithelial","18h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","IFI44L","7.454","17.598","True"
"Huh7","4h","","GSE48400","MicroArray","GPL10558","HELZ2","3.719","17.551","True"
"Dermal Fibroblast_Control","10h","1000IU/mL","GSE67737","MicroArray","GPL10558","IFIT3","5.344","17.548","True"
"A549","","500U/mL","GSE35267","MicroArray","GPL10558","IFIT3","4.266","17.535","True"
"Endothelial","","","GSE3920","MicroArray","GPL96","CXCL10","9.144","17.493","True"
"Embryonic Stem","48h","500pM","GSE94521","MicroArray","HG-U133_Plus_2","HERC5","7.084","17.452","True"
"Astrocytes.Ctx","4h","10U/mL","GSE89476","RNASeq","","ISG15","6.095","17.443","True"
"Bronchial Epithelial","8h","1000U/mL","GSE19392","MicroArray","HT_HG-U133A","IFIT3","7.109","17.434","True"
"Macrophage","","100U/m","E-MTAB-1326","MicroArray","SAMHD1_and_IFN_human_cells","CCL8","8.354","17.432","True"
"Pbmc","2h","100U/m","E-MTAB-1724","MicroArray","HuGene-1_1-st-v1","IFIT3","5.341","17.397","True"
"T Lymphocyte","","","GSE34627","MicroArray","GPL6884","IFI44L","5.619","17.377","True"
"T Cd4","4h","","GSE60235","MicroArray","HuGene-1_0-st-v1","USP18","3.566","17.355","True"
"Hek293T","","","GSE99249","RNASeq","","SAMD9","5.022","17.344","True"
"Hela","10h","100U/mL","GSE103363","MicroArray","HuGene-1_0-st-v1","HERC6","3.725","17.339","True"
"Huh7","6h","","GSE48400","MicroArray","GPL10558","SLC15A3","4.480","17.316","True"
"Huh7","2h","","GSE48400","MicroArray","GPL10558","HELZ2","2.626","17.292","True"
"Huh7","2h","","GSE48400","MicroArray","GPL10558","IFIT1","2.624","17.284","True"
"Huh7","6h","","GSE48400","MicroArray","GPL10558","HELZ2","4.469","17.276","True"
"Hek293T","","","GSE99249","RNASeq","","DDX58","5.000","17.268","True"
"Cvb3-Infected Hipsc-Cms","12h","8ng/mL","GSE57781","MicroArray","HuGene-2_0-st","DTX3L","3.490","17.257","True"
"Astrocytes.Cbl","4h","10U/mL","GSE89476","RNASeq","","CXCL10","5.859","17.234","True"
"Huh7","24h","","GSE48400","MicroArray","GPL10558","IFITM1","5.494","17.219","True"
"Pbmc.Partial_Responder","4h","16MU","GSE138064","MicroArray","HTA-2_0","RSAD2","3.140","17.214","True"
"Huh7","4h","","GSE48400","MicroArray","GPL10558","ISG15","3.645","17.201","True"
"Pbmc From Patients With Multiple Sclerosis","24mon","","GSE26104","MicroArray","HG-U133_Plus_2","RSAD2","3.390","17.173","True"
