"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","NTN4","-1.859","-9.678","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","OLFM4","-1.843","-9.596","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","OLFM4","-3.928","-9.536","False"
"Hcasmc","","","GSE72696","RNASeq","","CSF3","3.266","9.500","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","MMP1","1.816","9.454","False"
"Hcasmc","","","GSE72696","RNASeq","","MSX2","3.205","9.321","False"
"Hcasmc","","","GSE72696","RNASeq","","RRAD","3.184","9.260","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","IL6","1.933","9.195","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","FOSB","1.929","9.179","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","PCDH8","-3.767","-9.146","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","TXNIP","-2.777","-9.099","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","GEM","1.902","9.050","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","SLC20A1","2.759","9.040","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","ZFP36","1.891","8.999","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","CEBPD","1.887","8.979","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","TRIB1","1.869","8.892","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","KLF6","1.855","8.826","False"
"Hcasmc","","","GSE72696","RNASeq","","CXCL2","3.025","8.798","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","SOX9","2.677","8.770","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","DDIT4","-2.650","-8.682","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","PRSS3","1.666","8.677","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","RGS4","2.643","8.658","False"
"Hcasmc","","","GSE72696","RNASeq","","DUSP2","2.975","8.653","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","TM4SF1","1.814","8.632","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","TAGLN3","2.634","8.630","False"
"Hcasmc","","","GSE72696","RNASeq","","SLC2A3","2.945","8.567","False"
"Hcasmc","","","GSE72696","RNASeq","","SOCS3","2.937","8.543","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","STC1","3.517","8.539","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","TP53INP1","-2.590","-8.484","False"
"Hcasmc","","","GSE72696","RNASeq","","HAS2","2.912","8.469","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","IFIT1","-3.484","-8.458","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","EGR1","1.770","8.423","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","IER2","1.763","8.386","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","CCL2","1.761","8.377","False"
"Hcasmc","","","GSE72696","RNASeq","","KLF4","2.861","8.322","False"
"Hcasmc","","","GSE72696","RNASeq","","INHBA","2.850","8.290","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","CEMIP","-3.403","-8.261","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","ADAMTS5","-3.402","-8.259","False"
"Hcasmc","","","GSE72696","RNASeq","","AURKA","2.839","8.258","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","FOS","-3.401","-8.256","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","OLR1","-1.583","-8.242","False"
"Hcasmc","","","GSE72696","RNASeq","","PER1","2.827","8.222","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","SPRY2","2.509","8.219","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","PTGS2","2.497","8.179","False"
"Sh-Sy5Y","05h","50ng/mL","GSE7403","MicroArray","HG-U133A","ARC","1.610","8.178","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","NR4A1","2.489","8.155","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","G0S2","2.484","8.138","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","ANGPTL4","2.482","8.131","False"
"Hcasmc","","","GSE72696","RNASeq","","SNAI1","2.792","8.120","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","TAF15","1.559","8.119","False"
"Hcasmc","","","GSE72696","RNASeq","","CBARP","2.786","8.103","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","PNRC1","-2.468","-8.085","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","PIM1","-2.467","-8.081","False"
"Hcasmc","","","GSE72696","RNASeq","","CRISPLD2","2.775","8.072","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","FABP3","3.319","8.058","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","EREG","2.451","8.029","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","ITGA2","1.538","8.009","False"
"Hcasmc","","","GSE72696","RNASeq","","CCL20","2.742","7.974","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","PTGS2","3.268","7.934","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","PHLDA1","1.521","7.918","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","CXCL8","1.660","7.897","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","PHLDA1","1.657","7.884","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","DUSP5","2.402","7.869","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","EGR2","1.651","7.854","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","CPA4","-1.508","-7.852","False"
"Hcasmc","","","GSE72696","RNASeq","","ITPRIP","2.695","7.840","False"
"Sh-Sy5Y","4h","50ng/mL","GSE7403","MicroArray","HG-U133A","RPS11","-1.295","-7.819","False"
"Sh-Sy5Y","05h","50ng/mL","GSE7403","MicroArray","HG-U133A","RHOB","1.535","7.797","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","FHL1","-1.493","-7.773","False"
"Hcasmc","","","GSE72696","RNASeq","","RGS2","2.647","7.698","False"
"Epithelial","","50ng/mL","E-MTAB-2091","MicroArray","HG-U133_Plus_2","ACSM2A","-1.353","-7.651","False"
"Hcasmc","","","GSE72696","RNASeq","","RNF122","2.630","7.649","False"
"Hcasmc","","","GSE72696","RNASeq","","SPRY4","2.623","7.630","False"
"Hcasmc","","","GSE72696","RNASeq","","RASD1","2.595","7.547","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","CCL2","-1.447","-7.535","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","KLF10","1.580","7.517","False"
"Hcasmc","","","GSE72696","RNASeq","","IER2","2.583","7.514","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","G0S2","3.093","7.510","False"
"Hcasmc","","","GSE72696","RNASeq","","BHLHE40","2.579","7.501","False"
"Hcasmc","","","GSE72696","RNASeq","","TMEM88","2.575","7.490","False"
"Epithelial","","50ng/mL","E-MTAB-2091","MicroArray","HG-U133_Plus_2","TRAT1","-1.321","-7.470","False"
"Epithelial","","50ng/mL","E-MTAB-2091","MicroArray","HG-U133_Plus_2","IPO11","-1.320","-7.463","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","RHOB","1.568","7.461","False"
"Hcasmc","","","GSE72696","RNASeq","","KLF2","2.564","7.458","False"
"Hcasmc","","","GSE72696","RNASeq","","KDM6B","2.562","7.451","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","IER3","1.565","7.445","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","CXCL8","2.265","7.421","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","DUSP1","1.559","7.416","False"
"Hcasmc","","","GSE72696","RNASeq","","BDKRB1","2.548","7.411","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","ELFN1","2.262","7.409","False"
"Hcasmc","","","GSE72696","RNASeq","","ACKR3","2.537","7.379","False"
"Hcasmc","","","GSE72696","RNASeq","","ETV3","2.530","7.357","False"
"Hcasmc","","","GSE72696","RNASeq","","PDE4B","2.519","7.328","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","SPRY4","2.235","7.322","False"
"Hcasmc","","","GSE72696","RNASeq","","SMOX","2.513","7.308","False"
"Hcasmc","","","GSE72696","RNASeq","","SPRY2","2.505","7.286","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","SULF1","-1.395","-7.262","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","CCNL1","1.521","7.237","False"
"Hcasmc","","","GSE72696","RNASeq","","EGR2","2.485","7.226","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","STC1","1.510","7.183","False"
"Hcasmc","","","GSE72696","RNASeq","","KLHL15","2.467","7.175","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","CH25H","1.506","7.168","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","CADM1","-1.367","-7.118","False"
"Epithelial","","50ng/mL","E-MTAB-2091","MicroArray","HG-U133_Plus_2","PIGR","-1.256","-7.102","False"
"Hcasmc","","","GSE72696","RNASeq","","IL6","2.438","7.092","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","DKK1","2.165","7.091","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","SPRY2","1.483","7.057","False"
"Hcasmc","","","GSE72696","RNASeq","","KLF10","2.424","7.050","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","TBX2","1.353","7.046","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","AREG","2.146","7.032","False"
"Hcasmc","","","GSE72696","RNASeq","","IL1B","2.417","7.030","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","CPA3","-2.895","-7.028","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","BAMBI","-1.345","-7.001","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","ERRFI1","2.113","6.921","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","SERPINB2","2.108","6.906","False"
"Hcasmc","","","GSE72696","RNASeq","","REL","2.371","6.896","False"
"Hcasmc","","","GSE72696","RNASeq","","MCL1","2.369","6.890","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","PDGFB","2.101","6.884","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","MMP1","2.086","6.832","False"
"Sh-Sy5Y","3h","50ng/mL","GSE7403","MicroArray","HG-U133A","COPS4","1.256","6.825","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","SOCS2","1.433","6.819","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","FOSL1","2.078","6.809","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","SLC2A3","1.431","6.808","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","WNT2","-2.797","-6.791","False"
"Gingival Fibroblast","","","GSE61314","MicroArray","GPL570","PTH","-4.175","-6.761","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","GAL","2.059","6.746","False"
"Hcasmc","","","GSE72696","RNASeq","","ZFP36","2.318","6.743","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","NR4A3","2.055","6.731","False"
"Hcasmc","","","GSE72696","RNASeq","","IER3","2.306","6.708","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","ALDH1A1","-2.761","-6.703","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","CD274","2.027","6.641","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","CCNG2","-2.026","-6.638","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","XIRP1","2.024","6.631","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","RASGRP1","-2.729","-6.626","False"
"Hcasmc","","","GSE72696","RNASeq","","TRIB1","2.277","6.624","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","TNFSF15","2.012","6.592","False"
"Hcasmc","","","GSE72696","RNASeq","","TIPARP","2.256","6.562","False"
"Hcasmc","","","GSE72696","RNASeq","","VEGFA","2.253","6.552","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","GEM","1.993","6.530","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","LIF","1.363","6.485","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","SPHK1","1.979","6.485","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","PLAUR","1.975","6.470","False"
"Hcasmc","","","GSE72696","RNASeq","","CXCL3","2.223","6.465","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","SELENOP","-2.659","-6.455","False"
"Sh-Sy5Y","4h","50ng/mL","GSE7403","MicroArray","HG-U133A","VGF","1.067","6.441","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","TNC","1.352","6.435","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","PIM1","1.349","6.418","False"
"Hcasmc","","","GSE72696","RNASeq","","CHMP1B","2.197","6.389","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","ESM1","1.223","6.368","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","SEMA7A","1.942","6.361","False"
"Hcasmc","","","GSE72696","RNASeq","","SLC7A5","2.181","6.345","False"
"Gingival Fibroblast","","","GSE61314","MicroArray","GPL570","CCL11","-3.913","-6.337","False"
"Epithelial","","50ng/mL","E-MTAB-2091","MicroArray","HG-U133_Plus_2","TECRL","-1.119","-6.326","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","FBXO32","-1.928","-6.317","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","RRAD","1.928","6.315","False"
"Hcasmc","","","GSE72696","RNASeq","","PIM3","2.170","6.312","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","INHBA","1.927","6.312","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","CNIH3","2.592","6.293","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","ADGRG6","-2.580","-6.265","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","PLAC8","-2.577","-6.257","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","COL3A1","-1.202","-6.257","False"
"Sh-Sy5Y","05h","50ng/mL","GSE7403","MicroArray","HG-U133A","SPOUT1","-1.231","-6.254","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","KRTAP1-5","-1.196","-6.229","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","SGK1","1.299","6.182","False"
"Hcasmc","","","GSE72696","RNASeq","","FOSL2","2.125","6.181","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","GAS6","-1.186","-6.178","False"
"Hcasmc","","","GSE72696","RNASeq","","MAFF","2.122","6.173","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","SLC20A1","1.184","6.167","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","PBK","2.529","6.139","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","ENC1","1.870","6.128","False"
"Sh-Sy5Y","2h","50ng/mL","GSE7403","MicroArray","HG-U133A","GNB2","-2.197","-6.125","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","ZNF331","1.279","6.088","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","ERRFI1","1.166","6.074","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","HAS2","1.849","6.058","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","NTSR1","1.162","6.050","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","OXTR","-1.159","-6.034","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","AGTR1","-2.483","-6.028","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","SOWAHC","1.260","5.994","False"
"Hcasmc","","","GSE72696","RNASeq","","NEDD9","2.056","5.980","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","GFPT2","1.825","5.979","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","PCDH1","1.822","5.969","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","ETS2","1.254","5.965","False"
"Hcasmc","","","GSE72696","RNASeq","","BTG2","2.048","5.958","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","VGLL3","-2.452","-5.954","False"
"Sh-Sy5Y","4h","50ng/mL","GSE7403","MicroArray","HG-U133A","DHCR24","0.982","5.932","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","SOX9","2.443","5.932","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","KLF6","1.808","5.922","False"
"Hcasmc","","","GSE72696","RNASeq","","NFIL3","2.031","5.906","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","RASD1","1.801","5.900","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","RHOJ","-1.132","-5.895","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","COL4A1","-1.131","-5.891","False"
"Hcasmc","","","GSE72696","RNASeq","","MIDN","2.023","5.884","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","HAS2","2.423","5.883","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","CCN2","-1.130","-5.882","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","SYPL2","-1.127","-5.869","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","DACT1","-2.416","-5.865","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","BBC3","-1.790","-5.863","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","SOCS3","1.229","5.848","False"
"Sh-Sy5Y","4h","50ng/mL","GSE7403","MicroArray","HG-U133A","GCH1","0.968","5.846","False"
"Newborn Foreskin Fibroblasts Immortalized With Htert","24h","20ng/mL","GSE40720","MicroArray","GPL6947","PTGS2","1.122","5.841","False"
"Ag01518 Forskin Fibroblast","1h","","GSE14256","MicroArray","HG-U133A_2","FRAT2","-1.226","-5.832","False"
"Hepatic Stellate","2h","20ng/mL","GSE119606","RNASeq","","DES","1.778","5.824","False"
"Sh-Sy5Y","4h","50ng/mL","GSE7403","MicroArray","HG-U133A","CXCR4","0.964","5.821","False"
"Ag01518 Forskin Fibroblast","24h","","GSE14256","MicroArray","HG-U133A_2","DLGAP5","2.393","5.810","False"
"Hcasmc","","","GSE72696","RNASeq","","FOXC2","1.996","5.806","False"
