"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","EPHA2","0.988","7.704","False"
"Ccl171 Fibroblast","24h","50ng/mL","GSE18954","MicroArray","GPL9550","TAS2R41","-4.369","-7.691","False"
"Ccl171 Fibroblast","24h","50ng/mL","GSE18954","MicroArray","GPL9550","HAPLN3","4.367","7.689","False"
"Mcf7","3h","","GSE7561","MicroArray","HG-U133A_2","TSPAN12","-2.506","-7.687","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","MYLPF","1.041","7.673","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","TOP2A","1.039","7.661","False"
"Mcf7","24h","","GSE7561","MicroArray","HG-U133A_2","SCD","2.641","7.657","False"
"H9","90d","","GSE89957","RNASeq","","KRTDAP","1.674","7.651","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","CSRNP1","0.980","7.637","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","RPS4Y1","-1.033","-7.611","False"
"Hela Kyoto","4h","6.25ng/mL","GSE121485","RNASeq","","KRT80","0.664","7.602","False"
"Endometrial Carcinoma","","","GSE109022","MicroArray","GPL17692","HSD17B11","-1.609","-7.583","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","FTH1","-1.027","-7.571","False"
"Mcf7","3h","","GSE26834","MicroArray","HG-U133A_2","TSPAN12","-2.483","-7.527","False"
"Mcf7","24h","","GSE26834","MicroArray","HG-U133A_2","SCD","2.638","7.520","False"
"Normal Fibroblast","24h","50ng/mL","GSE18952","MicroArray","GPL9551","ADAM33","4.869","7.514","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","ANGPTL4","0.962","7.496","False"
"Ccl171 Fibroblast","24h","50ng/mL","GSE18954","MicroArray","GPL9550","B3GNT3","4.247","7.477","False"
"Mcf7","24h","","GSE7561","MicroArray","HG-U133A_2","SELENOP","-2.568","-7.445","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","MAT2A","0.954","7.433","False"
"Tumor Fibroblast","24h","50ng/mL","GSE18952","MicroArray","GPL9551","DTD2","-4.428","-7.400","False"
"Hela Kyoto","4h","100ng/mL","GSE121485","RNASeq","","HBP1","-1.588","-7.385","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","LAMP3","2.458","7.369","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","LRRIQ3","-2.441","-7.318","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","IL6","-0.991","-7.305","False"
"H9","45d","","GSE89957","RNASeq","","TMEM72","-1.914","-7.265","False"
"Mcf7","24h","","GSE26834","MicroArray","HG-U133A_2","SELENOP","-2.546","-7.258","False"
"H9","90d","","GSE89957","RNASeq","","MYL3","1.588","7.256","False"
"Mcf7 Breast Cancer","24h","50ng/mL","GSE18953","MicroArray","GPL9550","TMEM88","4.063","7.242","False"
"Hela Kyoto","4h","100ng/mL","GSE121485","RNASeq","","GRB7","-1.555","-7.234","False"
"Endometrial Carcinoma","","","GSE109022","MicroArray","GPL17692","FLNA","1.534","7.228","False"
"Endometrial Carcinoma","","","GSE109022","MicroArray","GPL17692","CREBRF","-1.534","-7.227","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","TUBB4B","0.979","7.215","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","NEFL","-2.406","-7.214","False"
"Hela Kyoto","4h","100ng/mL","GSE121485","RNASeq","","VAV3","-1.548","-7.200","False"
"H9","45d","","GSE89957","RNASeq","","LUM","1.892","7.179","False"
"H9","45d","","GSE89957","RNASeq","","KRT13","1.889","7.170","False"
"H9","90d","","GSE89957","RNASeq","","SLPI","1.569","7.169","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","PPARGC1A","-2.369","-7.102","False"
"Hela Kyoto","4h","6.25ng/mL","GSE121485","RNASeq","","PDE2A","0.616","7.051","False"
"H9","90d","","GSE89957","RNASeq","","DES","1.541","7.043","False"
"Endometrial Carcinoma","","","GSE109022","MicroArray","GPL17692","YPEL2","-1.491","-7.023","False"
"H9","90d","","GSE89957","RNASeq","","SERPINB4","1.537","7.023","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","MYC","0.901","7.022","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","CDC20","0.951","7.008","False"
"H9","90d","","GSE89957","RNASeq","","TACSTD2","1.533","7.008","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","TUBA1A","0.950","7.004","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","SOX8","0.897","6.990","False"
"Mcf7","24h","","GSE7561","MicroArray","HG-U133A_2","TSPAN12","-2.410","-6.986","False"
"H9","45d","","GSE89957","RNASeq","","DSC3","1.841","6.986","False"
"H9","45d","","GSE89957","RNASeq","","PMEL","1.839","6.979","False"
"Mcf7","24h","","GSE7561","MicroArray","HG-U133A_2","STON1","-2.406","-6.974","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","SLC7A5","0.893","6.959","False"
"Hela Kyoto","4h","100ng/mL","GSE121485","RNASeq","","KLHL24","-1.494","-6.950","False"
"Ccl171 Fibroblast","24h","50ng/mL","GSE18954","MicroArray","GPL9550","DTX3","3.942","6.940","False"
"Tumor Fibroblast","24h","50ng/mL","GSE18952","MicroArray","GPL9551","AMOT","4.153","6.940","False"
"Normal Fibroblast","24h","50ng/mL","GSE18952","MicroArray","GPL9551","ZNF80","4.494","6.936","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","TXNRD1","-0.936","-6.900","False"
"Mcf7","24h","","GSE7561","MicroArray","HG-U133A_2","SLC7A11","2.374","6.882","False"
"Tumor Fibroblast","24h","50ng/mL","GSE18952","MicroArray","GPL9551","OMP","-4.113","-6.873","False"
"Normal Fibroblast","24h","50ng/mL","GSE18952","MicroArray","GPL9551","GLIS3-AS1","4.450","6.869","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","MAGEB6","-2.290","-6.866","False"
"Mcf7 Breast Cancer","24h","50ng/mL","GSE18953","MicroArray","GPL9550","HEATR9","3.850","6.862","False"
"Normal Fibroblast","24h","50ng/mL","GSE18952","MicroArray","GPL9551","STC1","-4.446","-6.862","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","IL11","0.878","6.848","False"
"H9","90d","","GSE89957","RNASeq","","TNNI2","1.497","6.843","False"
"Mcf7 Breast Cancer","24h","50ng/mL","GSE18953","MicroArray","GPL9550","TBC1D21","-3.838","-6.842","False"
"Hela Kyoto","4h","6.25ng/mL","GSE121485","RNASeq","","DKK1","0.597","6.833","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","BPIFA1","-2.277","-6.828","False"
"H9","45d","","GSE89957","RNASeq","","MYH8","1.795","6.813","False"
"Mcf7 Breast Cancer","24h","50ng/mL","GSE18953","MicroArray","GPL9550","KLHL32","-3.819","-6.807","False"
"Hela Kyoto","4h","12.5ng/mL","GSE121485","RNASeq","","TFRC","0.641","6.802","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","CD99P1","-2.264","-6.788","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","SPOCD1","0.870","6.785","False"
"Endometrial Carcinoma","","","GSE109022","MicroArray","GPL17692","TP53INP1","-1.431","-6.741","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","ACAT2","0.910","6.706","False"
"H9","90d","","GSE89957","RNASeq","","MT1M","-1.464","-6.690","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","SRF","0.856","6.673","False"
"Hela Kyoto","4h","6.25ng/mL","GSE121485","RNASeq","","TNS4","0.583","6.672","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","IFIT2","-0.856","-6.670","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","TENT5C","0.904","6.666","False"
"Endometrial Carcinoma","","","GSE109022","MicroArray","GPL17692","FAXDC2","-1.414","-6.665","False"
"H9","45d","","GSE89957","RNASeq","","SLC13A4","-1.755","-6.661","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","FGFBP3","-2.215","-6.642","False"
"H9","45d","","GSE89957","RNASeq","","ELN","1.750","6.639","False"
"H9","45d","","GSE89957","RNASeq","","ISG15","-1.747","-6.628","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","SELENOP","-0.898","-6.622","False"
"Mcf7","24h","","GSE26834","MicroArray","HG-U133A_2","SLC7A11","2.319","6.609","False"
"Hela Kyoto","4h","6.25ng/mL","GSE121485","RNASeq","","GPRC5A","0.577","6.607","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","CDC42EP4","0.846","6.597","False"
"Wm35","","","GSE59343","MicroArray","GPL10558","HSPA1A","1.229","6.572","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","INSIG1","0.892","6.571","False"
"H9","45d","","GSE89957","RNASeq","","KRT15","1.732","6.571","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","C3orf56","-2.189","-6.562","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","SLC38A2","-0.842","-6.560","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","TP53INP1","-0.841","-6.556","False"
"Mcf7","3h","","GSE7561","MicroArray","HG-U133A_2","BLNK","-2.134","-6.545","False"
"Mcf7","24h","","GSE26834","MicroArray","HG-U133A_2","STON1","-2.292","-6.532","False"
"Mcf7","24h","","GSE26834","MicroArray","HG-U133A_2","TSPAN12","-2.288","-6.522","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","FABP4","-2.175","-6.522","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","NIP7","0.837","6.521","False"
"H9","45d","","GSE89957","RNASeq","","MYLPF","1.712","6.498","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","AEBP1","-0.833","-6.492","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","PLEKHH3","0.830","6.470","False"
"H9","45d","","GSE89957","RNASeq","","KCNH5","-1.703","-6.462","False"
"Mcf7","3h","","GSE7561","MicroArray","HG-U133A_2","LRP8","2.104","6.453","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","SLC7A1","0.827","6.447","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","SNAP91","-2.149","-6.444","False"
"Hela Kyoto","4h","100ng/mL","GSE121485","RNASeq","","RNF44","-1.385","-6.442","False"
"Mcf7","3h","","GSE7561","MicroArray","HG-U133A_2","EGR3","2.100","6.441","False"
"Hela Kyoto","4h","12.5ng/mL","GSE121485","RNASeq","","DKK1","0.605","6.423","False"
"H9","90d","","GSE89957","RNASeq","","KRT19","1.405","6.422","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","KLHDC7B","2.141","6.421","False"
"Ccl171 Fibroblast","24h","50ng/mL","GSE18954","MicroArray","GPL9550","STOM","-3.640","-6.409","False"
"H9","90d","","GSE89957","RNASeq","","DHRS3","1.402","6.407","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","OR4D1","-2.134","-6.397","False"
"Endometrial Carcinoma","","","GSE109022","MicroArray","GPL17692","CDC6","1.358","6.397","False"
"H9","90d","","GSE89957","RNASeq","","IGFBP6","1.400","6.397","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","FAM131B","-2.129","-6.384","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","HMGCS1","0.866","6.381","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","IER3","-0.865","-6.372","False"
"Mcf7","3h","","GSE26834","MicroArray","HG-U133A_2","BLNK","-2.102","-6.371","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","CHIT1","-2.123","-6.365","False"
"Normal Fibroblast","24h","50ng/mL","GSE18952","MicroArray","GPL9551","PRPH","4.115","6.351","False"
"Mcf7","3h","","GSE7561","MicroArray","HG-U133A_2","TUBB2A","2.068","6.344","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","ABCA1","-0.861","-6.343","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","FOXQ1","-0.813","-6.338","False"
"Mcf7","3h","","GSE26834","MicroArray","HG-U133A_2","LRP8","2.089","6.333","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","TECTB","-2.112","-6.333","False"
"H9","90d","","GSE89957","RNASeq","","NEUROD6","1.383","6.322","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","ISG15","0.857","6.318","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","RDH10","-0.857","-6.317","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","ARID5B","-0.809","-6.303","False"
"Normal Fibroblast","24h","50ng/mL","GSE18952","MicroArray","GPL9551","KIF23","4.060","6.266","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","TUBB3","0.803","6.263","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","CLCF1","0.803","6.261","False"
"H9","45d","","GSE89957","RNASeq","","LAYN","-1.648","-6.254","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","SERPINE1","-0.849","-6.254","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","CDKN1B","-0.802","-6.252","False"
"Mcf7","3h","","GSE7561","MicroArray","HG-U133A_2","SELENOP","-2.036","-6.244","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","TNFRSF11B","-0.847","-6.242","False"
"Mcf7","24h","","GSE7561","MicroArray","HG-U133A_2","CAV1","-2.153","-6.242","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","ARHGEF4","-2.081","-6.241","False"
"Mcf7","3h","","GSE7561","MicroArray","HG-U133A_2","CITED2","-2.034","-6.240","False"
"Mcf7","3h","","GSE26834","MicroArray","HG-U133A_2","TUBB2A","2.058","6.238","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","CCL2","-0.846","-6.233","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","KIF20A","0.844","6.223","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","ID1","0.798","6.220","False"
"Ccl171 Fibroblast","24h","50ng/mL","GSE18954","MicroArray","GPL9550","HMGB4","3.513","6.185","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","SMAD7","0.792","6.173","False"
"Ccl171 Fibroblast","24h","50ng/mL","GSE18954","MicroArray","GPL9550","EFEMP1","-3.506","-6.172","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","NKPD1","2.058","6.171","False"
"Mcf7","3h","","GSE26834","MicroArray","HG-U133A_2","EGR3","2.033","6.162","False"
"Mcf7","24h","","GSE7561","MicroArray","HG-U133A_2","MATN2","-2.123","-6.154","False"
"Mcf7","3h","","GSE26834","MicroArray","HG-U133A_2","SELENOP","-2.029","-6.153","False"
"Endometrial Carcinoma","","","GSE109022","MicroArray","GPL17692","DLGAP1-AS1","-1.305","-6.149","False"
"Mcf7","24h","","GSE26834","MicroArray","HG-U133A_2","MATN2","-2.154","-6.141","False"
"Mcf7","3h","","GSE26834","MicroArray","HG-U133A_2","CITED2","-2.025","-6.140","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","OR3A2","-2.046","-6.135","False"
"Hela Kyoto","4h","100ng/mL","GSE121485","RNASeq","","PHLDA2","1.319","6.135","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","ALPK2","-0.832","-6.131","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","CA8","-2.044","-6.127","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","BEST1","2.044","6.127","False"
"Normal Fibroblast","24h","50ng/mL","GSE18952","MicroArray","GPL9551","RMDN2","3.965","6.119","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","SFTA2","-2.041","-6.119","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","SNCAIP","-2.041","-6.119","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","PRC1","0.830","6.114","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","HMGB4","-2.039","-6.114","False"
"H9","90d","","GSE89957","RNASeq","","AADAC","1.337","6.112","False"
"Ccl171 Fibroblast","24h","50ng/mL","GSE18954","MicroArray","GPL9550","FRS2","3.470","6.110","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","CD14","-0.829","-6.109","False"
"Choriocarcinoma","48h","100ng/mL","GSE119651","MicroArray","GPL21185","MYO7B","-2.038","-6.109","False"
"H9","90d","","GSE89957","RNASeq","","SLN","1.335","6.103","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","RALGDS","0.782","6.092","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","DUSP5","0.781","6.092","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","LIF","0.781","6.085","False"
"Tumor Fibroblast","24h","50ng/mL","GSE18952","MicroArray","GPL9551","RAMP3","-3.641","-6.084","False"
"Mcf7","3h","","GSE7561","MicroArray","HG-U133A_2","SLC7A11","1.983","6.081","False"
"Mcf7","24h","","GSE26834","MicroArray","HG-U133A_2","CAV1","-2.132","-6.078","False"
"H9","45d","","GSE89957","RNASeq","","MYH3","1.600","6.070","False"
"Osteoblast","24h","100nM","GSE21727","MicroArray","GPL6104","UHRF1","0.823","6.070","False"
"Hela Kyoto","4h","6.25ng/mL","GSE121485","RNASeq","","FTH1P3","0.530","6.066","False"
"Osteoblast","2h","100nM","GSE21727","MicroArray","GPL6104","LDLR","0.778","6.063","False"
