"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Primary Fibroblast","3h","","GSE106523","MicroArray","GPL13497","CXCL9","5.074","19.559","True"
"Hela","6h","","GSE11299","MicroArray","GPL6790","GBP1","5.256","19.544","True"
"Aml.Plb985","","","E-MTAB-5690","MicroArray","HuGene-2_0-st","GBP4","5.019","19.504","True"
"B","12h","","GSE75007","MicroArray","GPL10558","GBP4","1.808","19.494","True"
"B","6h","","GSE75007","MicroArray","GPL10558","TAP1","1.691","19.467","True"
"Aaleb","","","GSE77154","MicroArray","HG-U133_Plus_2","CMPK2","3.407","19.442","True"
"Primary Fibroblast","24h","","GSE106523","MicroArray","GPL13497","CXCL9","7.799","19.339","True"
"Hepatocyte","6h","","GSE38147","MicroArray","HuGene-1_0-st-v1","CXCL11","6.030","19.331","True"
"B","24h","","GSE75007","MicroArray","GPL10558","GBP4","1.746","19.305","True"
"Hsg","24h","50ng/mL","GSE41291","MicroArray","GPL6947","IDO1","5.428","19.291","True"
"Primary Lung Microvascular Endothelial","6h","","GSE106524","MicroArray","GPL13497","SECTM1","6.746","19.277","True"
"Gmcsf","72h","","GSE46903","MicroArray","GPL6947","GBP5","5.871","19.247","True"
"Hela","24h","","GSE11299","MicroArray","GPL6790","SSBP1","-9.875","-19.234","True"
"Hela","6h","","GSE11299","MicroArray","GPL6790","GBP2","5.146","19.138","True"
"Hmec1","","","GSE19082","MicroArray","GPL6104","IRF8","3.618","19.130","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","GBP1","4.826","19.082","True"
"Normal Keratinocyte","","","GSE124939","RNASeq","","SECTM1","5.221","19.070","True"
"Macrophage","","","E-MTAB-3255","MicroArray","MDM_Transformed_data_matrix","CXCL9","8.746","19.049","True"
"Hnec","","","GSE19182","MicroArray","HuGene-1_0-st-v1","CXCL11","6.330","19.036","True"
"B","3h","","GSE75007","MicroArray","GPL10558","TAP1","1.373","19.036","True"
"Monocyte-Derived Macrophage","24h","20ng/mL","GSE64996","MicroArray","HuEx-1_0-st-v1","CXCL11","7.199","19.030","True"
"Calu3","21h","","GSE33264","MicroArray","GPL4133","IDO1","9.964","18.987","True"
"Gmcsf","24h","","GSE46903","MicroArray","GPL6947","CCL8","6.515","18.975","True"
"Macrophage","","","GSE79077","MicroArray","GPL17077","UBD","12.865","18.918","True"
"Hsg","12h","50ng/mL","GSE41291","MicroArray","GPL6947","GBP2","4.436","18.911","True"
"Primary Fibroblast","3h","","GSE106523","MicroArray","GPL13497","IRF1","4.898","18.877","True"
"Melanoma","","","GSE85898","MicroArray","HG-U133_Plus_2","APOL6","3.862","18.870","True"
"Pbmc Lps Primed","","","GSE46914","MicroArray","HG-U133_Plus_2","CCL8","5.936","18.844","True"
"Huvec","","","GSE6092","MicroArray","HG-U133_Plus_2","CXCL9","6.626","18.805","True"
"Primary Lung Microvascular Endothelial","24h","","GSE106524","MicroArray","GPL13497","CXCL11","8.409","18.767","True"
"B","24h","","GSE75007","MicroArray","GPL10558","PLAAT4","1.693","18.719","True"
"Primary Lung Microvascular Endothelial","6h","","GSE106524","MicroArray","GPL13497","IDO1","6.550","18.716","True"
"Hela","","100U/m","E-MTAB-1326","MicroArray","SAMHD1_and_IFN_human_cells","CXCL10","6.175","18.693","True"
"Alveolar Macrophage","24h","20ng/mL","GSE64995","MicroArray","HuEx-1_0-st-v1","CCL8","5.911","18.676","True"
"Fibroblast","6h","","GSE50954","MicroArray","GPL6104","IRF1","4.357","18.621","True"
"Proximal Tubular Epithelial","","","GSE76340","MicroArray","GPL6947","HLA-DRA","7.017","18.620","True"
"Primary Lung Microvascular Endothelial","3h","","GSE106524","MicroArray","GPL13497","IRF8","5.125","18.536","True"
"Calu3","6h","","GSE33264","MicroArray","GPL4133","CXCL10","8.641","18.512","True"
"Monocyte-Derived Macrophage","24h","20ng/mL","GSE64996","MicroArray","HuEx-1_0-st-v1","CXCL10","6.999","18.502","True"
"Dermal Fibroblast_Control","10h","1000IU/mL","GSE67737","MicroArray","GPL10558","PLAAT4","5.417","18.468","True"
"Hmec1","","","GSE19082","MicroArray","GPL6104","GBP1","3.491","18.461","True"
"Primary Lung Microvascular Endothelial","24h","","GSE106524","MicroArray","GPL13497","SECTM1","8.270","18.457","True"
"B","6h","","GSE75007","MicroArray","GPL10558","EPSTI1","1.603","18.450","True"
"Primary Fibroblast","24h","","GSE106523","MicroArray","GPL13497","CXCL11","7.440","18.449","True"
"A375","24h","","GSE118521","MicroArray","Clariom_D_Human","IDO1","7.508","18.436","True"
"Aaleb","","","GSE77154","MicroArray","HG-U133_Plus_2","IFIT1","3.227","18.419","True"
"Nhek","","","GSE7216","MicroArray","HG-U133_Plus_2","PSMB9","5.014","18.405","True"
"Primary Fibroblast","24h","","GSE106523","MicroArray","GPL13497","GBP5","7.417","18.394","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","DDX60","4.644","18.361","True"
"Fibroblast","4d","100IU/mL","GSE38798","MicroArray","GPL6947","PLAAT4","5.612","18.349","True"
"Fibroblast","","","GSE76340","MicroArray","GPL6947","PLAAT4","5.612","18.348","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","GBP4","4.635","18.329","True"
"Primary Fibroblast","6h","","GSE106523","MicroArray","GPL13497","CXCL11","5.647","18.308","True"
"B","6h","","GSE75007","MicroArray","GPL10558","GBP1","1.589","18.288","True"
"Hela","48h","","GSE11299","MicroArray","GPL6790","SSBP1","-9.730","-18.258","True"
"Huvec","","","GSE6092","MicroArray","HG-U133_Plus_2","IDO1","6.432","18.253","True"
"Squamous Cell Carcinoma","","","GSE109720","RNASeq","","GBP4","6.188","18.197","True"
"Umbilical Vein Endothelial","","","GSE76340","MicroArray","GPL10558","GBP5","5.313","18.169","True"
"Gmcsf","6h","","GSE46903","MicroArray","GPL6947","CXCL10","5.481","18.149","True"
"Hela","10h","100U/mL","GSE103363","MicroArray","HuGene-1_0-st-v1","SAMD9L","5.294","18.144","True"
"Nhbe","","100ng/m","E-MTAB-2091","MicroArray","HG-U133_Plus_2","CXCL9","9.493","18.136","True"
"Proximal Tubular Epithelial","","","GSE76340","MicroArray","GPL6947","GBP5","6.829","18.121","True"
"Hepatocyte","6h","","GSE38147","MicroArray","HuGene-1_0-st-v1","GBP4","5.649","18.110","True"
"Hsg","24h","50ng/mL","GSE41291","MicroArray","GPL6947","GBP1","5.095","18.107","True"
"Nhek","","","GSE7216","MicroArray","HG-U133_Plus_2","HLA-DPA1","4.932","18.103","True"
"Hsg","24h","50ng/mL","GSE41291","MicroArray","GPL6947","HLA-DMB","5.093","18.100","True"
"Monocyte-Dervied Macrophage","2h","","GSE82227","RNASeq","","CXCL9","5.379","18.090","True"
"B","6h","","GSE75007","MicroArray","GPL10558","GBP5","1.571","18.086","True"
"Hepatocyte","6h","","GSE38147","MicroArray","HuGene-1_0-st-v1","IDO1","5.641","18.084","True"
"Normal Keratinocyte","","","GSE124939","RNASeq","","GBP4","4.950","18.083","True"
"Nhek","","","GSE7216","MicroArray","HG-U133_Plus_2","HLA-DMA","4.924","18.075","True"
"Hcc","24h","1000IU/mL","GSE68927","MicroArray","HG-U133_Plus_2","IFIT3","4.465","18.067","True"
"Melanoma","","","GSE64506","MicroArray","HuGene-2_0-st","GBP1","5.036","18.025","True"
"Hsg","12h","50ng/mL","GSE41291","MicroArray","GPL6947","GBP1","4.225","18.010","True"
"Hmec1","","","GSE19082","MicroArray","GPL6104","GBP4","3.406","18.008","True"
"Primary Fibroblast","24h","","GSE106523","MicroArray","GPL13497","CCL8","7.236","17.945","True"
"Normal Keratinocyte","","","GSE124939","RNASeq","","GBP1","4.893","17.873","True"
"Pbmc.Cd14+","24h","20n/m","E-MTAB-2232","MicroArray","AE","CXCL9","7.432","17.868","True"
"Hnec","","","GSE19182","MicroArray","HuGene-1_0-st-v1","GBP5","5.933","17.842","True"
"Primary Fibroblast","6h","","GSE106523","MicroArray","GPL13497","BATF2","5.503","17.841","True"
"B","1h","","GSE75007","MicroArray","GPL10558","IRF1","1.124","17.804","True"
"Patient","","","GSE11886","MicroArray","HG-U133_Plus_2","IDO1","7.530","17.747","True"
"Hsg","24h","50ng/mL","GSE41291","MicroArray","GPL6947","PLAAT4","4.986","17.719","True"
"Alveolar Macrophage","24h","20ng/mL","GSE64995","MicroArray","HuEx-1_0-st-v1","GBP5","5.607","17.715","True"
"Control","","","GSE11886","MicroArray","HG-U133_Plus_2","IDO1","6.474","17.713","True"
"Pbmc Lps Primed","","","GSE46914","MicroArray","HG-U133_Plus_2","CXCL10","5.575","17.697","True"
"Melanoma","","","GSE85898","MicroArray","HG-U133_Plus_2","GBP3","3.619","17.683","True"
"Hsg","12h","50ng/mL","GSE41291","MicroArray","GPL6947","IRF1","4.148","17.681","True"
"Primary Fibroblast","3h","","GSE106523","MicroArray","GPL13497","BATF2","4.587","17.680","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","GBP1","5.313","17.670","True"
"Hcc","24h","1000IU/mL","GSE68927","MicroArray","HG-U133_Plus_2","IFI27","4.359","17.638","True"
"Hnec","","","GSE19182","MicroArray","HuGene-1_0-st-v1","GBP4","5.865","17.635","True"
"Thp1 Macrophage_Tb Infected","2h","","GSE17477","MicroArray","HG-U133A_2","CXCL11","4.079","17.629","True"
"Cd14(+) Monocyte-Derived Macrophage","24h","25ng/mL","GSE17261","MicroArray","GPL6480","IDO1","16.048","17.623","True"
"Hela","10h","100U/mL","GSE103363","MicroArray","HuGene-1_0-st-v1","CXCL11","5.140","17.617","True"
"Monocyte-Derived Dendritic","","","GSE47621","MicroArray","HuGene-1_0-st-v1","FABP4","-2.479","-17.567","True"
"Fibroblast","4d","100IU/mL","GSE38798","MicroArray","GPL6947","HLA-DPA1","5.371","17.560","True"
"Fibroblast","","","GSE76340","MicroArray","GPL6947","HLA-DPA1","5.371","17.559","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","GBP5","4.440","17.555","True"
"Dermal Fibroblast_Control","10h","1000IU/mL","GSE67737","MicroArray","GPL10558","MX1","5.149","17.554","True"
"Melanocyte","","","GSE76340","MicroArray","GPL6947","HLA-DMA","4.181","17.547","True"
"Melanoma","","","GSE64506","MicroArray","HuGene-2_0-st","CXCL10","4.902","17.545","True"
"Hmec1","","","GSE19082","MicroArray","GPL6104","IRF1","3.312","17.514","True"
"Um-Chor1","24h","50ng/mL","GSE77732","MicroArray","HuGene-2_0-st","OAS2","4.268","17.513","True"
"Gmcsf","72h","","GSE46903","MicroArray","GPL6947","CXCL10","5.342","17.512","True"
"Nhek","","","GSE7216","MicroArray","HG-U133_Plus_2","C1S","4.759","17.468","True"
"A375","3h","50n/m","E-MEXP-3720","MicroArray","HuGene-1_0-st-v1","GBP4","3.370","17.466","True"
"Hsg","24h","50ng/mL","GSE41291","MicroArray","GPL6947","UBD","4.914","17.464","True"
"Normal Primary Thyroid","","100IU/mL","GSE5054","MicroArray","HG-U133A","CXCL11","5.452","17.451","True"
"Primary Lung Microvascular Endothelial","24h","","GSE106524","MicroArray","GPL13497","GBP5","7.807","17.423","True"
"Hepatocyte","24h","","GSE38147","MicroArray","HuGene-1_0-st-v1","IDO1","6.816","17.415","True"
"B","24h","","GSE75007","MicroArray","GPL10558","GBP5","1.574","17.400","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","GBP3","4.396","17.381","True"
"Nhek","","","GSE7216","MicroArray","HG-U133_Plus_2","CXCL10","4.733","17.372","True"
"Um-Chor1","24h","50ng/mL","GSE77732","MicroArray","HuGene-2_0-st","IFI30","4.232","17.369","True"
"Melanoma","","","GSE85898","MicroArray","HG-U133_Plus_2","PSMB9","3.553","17.363","True"
"Melanoma","48h","1000IU/mL","GSE51259","MicroArray","GPL14550","HLA-DRA","8.526","17.362","True"
"A375","3h","50n/m","E-MEXP-3720","MicroArray","HuGene-1_0-st-v1","CD274","3.344","17.332","True"
"Calu3","6h","","GSE33264","MicroArray","GPL4133","IDO1","8.080","17.311","True"
"Melanoma","48h","1000IU/mL","GSE51259","MicroArray","GPL14550","UBD","8.499","17.308","True"
"Melanoma","","","GSE85898","MicroArray","HG-U133_Plus_2","TAP1","3.542","17.306","True"
"Umbilical Vein Endothelial","","","GSE76340","MicroArray","GPL10558","GBP4","5.045","17.251","True"
"Normal Primary Thyroid","","100IU/mL","GSE5054","MicroArray","HG-U133A","IDO1","5.385","17.236","True"
"Corrected Ipsc-Derived Macrophage","","","GSE98454","RNASeq","","CXCL9","9.224","17.213","True"
"Hnec","","","GSE19182","MicroArray","HuGene-1_0-st-v1","IDO1","5.722","17.207","True"
"Monocyte-Dervied Macrophage","6h","","GSE82227","RNASeq","","CXCL9","8.115","17.186","True"
"Dermal Fibroblast_Control","10h","1000IU/mL","GSE67737","MicroArray","GPL10558","GBP1","5.039","17.179","True"
"Gmcsf","12h","","GSE46903","MicroArray","GPL6947","GBP5","5.497","17.167","True"
"Dermal Fibroblast_Control","10h","1000IU/mL","GSE67737","MicroArray","GPL10558","CCL8","5.034","17.162","True"
"B","12h","","GSE75007","MicroArray","GPL10558","EPSTI1","1.590","17.140","True"
"Hepatocyte","6h","","GSE38147","MicroArray","HuGene-1_0-st-v1","STEAP4","5.346","17.140","True"
"Dermal Fibroblast_Patient","10h","1000IU/mL","GSE67737","MicroArray","GPL10558","PLAAT4","4.982","17.137","True"
"Hcc","24h","1000IU/mL","GSE68927","MicroArray","HG-U133_Plus_2","PSMB9","4.235","17.136","True"
"Dermal Fibroblast_Control","10h","1000IU/mL","GSE67737","MicroArray","GPL10558","IFIT2","5.019","17.111","True"
"Gmcsf","24h","","GSE46903","MicroArray","GPL6947","CXCL9","5.861","17.071","True"
"Monocyte-Dervied Macrophage","6h","","GSE82227","RNASeq","","GBP5","8.051","17.051","True"
"Hct116","24h","","GSE135458","RNASeq","","IGKC","-9.093","-17.043","False"
"Dermal Fibroblast_Patient","10h","1000IU/mL","GSE67737","MicroArray","GPL10558","MX1","4.954","17.040","True"
"Hsg","24h","50ng/mL","GSE41291","MicroArray","GPL6947","IFI27","4.793","17.034","True"
"Thp1 Macrophage_Tb Infected","2h","","GSE17477","MicroArray","HG-U133A_2","CCL2","3.940","17.028","True"
"Fibroblast","6h","","GSE50954","MicroArray","GPL6104","IDO1","3.980","17.012","True"
"Nhbe","","100ng/m","E-MTAB-2091","MicroArray","HG-U133_Plus_2","IDO1","8.902","17.006","True"
"Hela","6h","","GSE11299","MicroArray","GPL6790","GBP4","4.568","16.988","True"
"Primary Lung Microvascular Endothelial","24h","","GSE106524","MicroArray","GPL13497","CXCL10","7.605","16.972","True"
"Pbmc.Cd14+","24h","20n/m","E-MTAB-2232","MicroArray","AE","IDO1","7.059","16.971","True"
