"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","PI16","2.090","6.874","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","KIT","-3.085","-6.864","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","NEDD9","3.217","6.860","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","PCDH9","3.211","6.848","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","EGR2","3.077","6.845","False"
"Coronary Artery Endothelial","","","GSE96089","MicroArray","GPL16699","NPR3","-1.318","-6.840","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","KRT14","3.071","6.832","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","TMEM158","-3.069","-6.828","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","SMIM6","3.197","6.819","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","TNFSF4","3.056","6.799","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","NINJ2","3.056","6.799","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","TNFRSF11B","-2.064","-6.786","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","SLC14A1","-3.042","-6.767","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","RGS4","2.057","6.763","False"
"Coronary Artery Endothelial","","","GSE96089","MicroArray","GPL16699","C20orf204","-1.303","-6.760","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","CD69","3.163","6.745","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","MAMDC2","3.018","6.713","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","LECT2","3.016","6.709","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","HSD17B6","3.015","6.708","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","PTGIS","-2.033","-6.685","False"
"Trabecular Meshwork","","","GSE7144","MicroArray","GPL96","NINJ2","3.024","6.634","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","DTL","-2.978","-6.626","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","VIPR1","-2.972","-6.611","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","SLC2A12","-2.010","-6.609","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","OSR1","-3.090","-6.590","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","EPHB6","-2.004","-6.588","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","ABCA6","-2.958","-6.581","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","CAVIN4","2.956","6.576","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","TENM4","1.996","6.564","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","CLDN11","-2.941","-6.544","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","TM4SF1","-2.930","-6.519","False"
"Coronary Artery Endothelial","","","GSE96089","MicroArray","GPL16699","DUOXA1","-1.256","-6.514","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","SYNPO2L","2.926","6.510","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","CXCL3","-2.903","-6.459","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","VSIR","-1.962","-6.451","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","PBK","-2.893","-6.436","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","TMEM140","-1.955","-6.429","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","PLAAT4","-1.947","-6.403","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","TGFBR3","-2.877","-6.401","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","TKT","-1.927","-6.337","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","ADH1B","-1.922","-6.321","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","IGFBP5","-2.841","-6.320","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","MME","-2.816","-6.264","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","TGFBR3","-1.904","-6.262","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","XIRP1","2.809","6.249","False"
"Trabecular Meshwork","","","GSE7144","MicroArray","GPL96","ANGPTL7","2.848","6.247","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","G0S2","-2.805","-6.241","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","KCNJ2","-2.921","-6.229","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","LPAR5","2.921","6.229","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","ISG20","-2.795","-6.218","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","DHRS3","-1.885","-6.199","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","VCAM1","-2.786","-6.198","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","EVI2B","-2.898","-6.180","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","ITIH3","2.776","6.177","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","IL1B","-2.775","-6.175","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","ADGRG2","2.887","6.157","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","INHBE","2.762","6.145","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","SLC16A12","-2.876","-6.134","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","CDK1","-2.756","-6.132","False"
"Coronary Artery Endothelial","","","GSE96089","MicroArray","GPL16699","FZD9","-1.179","-6.116","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","PTX3","-2.748","-6.113","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","TOP2A","-2.746","-6.110","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","PTGS2","-2.746","-6.110","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","LACC1","-2.733","-6.081","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","APCDD1L","1.845","6.068","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","HJURP","-2.724","-6.061","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","CXCL10","-2.837","-6.051","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","XYLT1","2.818","6.010","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","RABGAP1","-1.825","-6.003","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","PMEPA1","2.696","5.998","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","GAS1","-1.819","-5.980","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","SMAD3","-1.814","-5.965","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","C15orf48","2.670","5.940","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","KRT32","-2.782","-5.934","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","IL11","2.781","5.931","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","CASC15","2.773","5.913","False"
"Trabecular Meshwork","","","GSE7144","MicroArray","GPL96","STMN3","-2.695","-5.911","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","DSP","2.650","5.897","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","CLDN11","-1.787","-5.876","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","UNC5B","2.638","5.868","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","MAMLD1","2.632","5.856","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","GBP2","-1.780","-5.852","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","CDKN2B","1.776","5.842","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","CHRNA9","2.737","5.837","False"
"Coronary Artery Endothelial","","","GSE96089","MicroArray","GPL16699","PFKL","-1.123","-5.825","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","C3orf80","2.613","5.814","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","ANLN","-2.597","-5.777","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","PLAT","-2.597","-5.777","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","FAM83D","-2.593","-5.768","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","LMCD1","1.752","5.762","False"
"Coronary Artery Endothelial","","","GSE96089","MicroArray","GPL16699","GPR19","-1.110","-5.759","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","INHBB","2.579","5.738","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","BMPER","-2.577","-5.733","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","FSTL3","2.577","5.732","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","MYOZ2","-2.565","-5.707","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","NUSAP1","-2.565","-5.705","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","SULF1","2.564","5.703","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","P2RX1","2.563","5.701","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","IL20","-2.647","-5.646","False"
"Coronary Artery Endothelial","","","GSE96089","MicroArray","GPL16699","CD69","-1.086","-5.634","False"
"Coronary Artery Endothelial","","","GSE96089","MicroArray","GPL16699","GLB1L3","-1.086","-5.634","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","ALDH1A3","-1.712","-5.631","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","SLC27A2","-2.639","-5.629","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","STC1","-2.520","-5.607","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","COL7A1","1.704","5.604","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","TUBB3","1.704","5.604","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","DACT1","1.704","5.603","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","COMP","1.704","5.603","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","TREH","2.624","5.596","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","CDC42EP4","-1.695","-5.574","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","COLEC12","-2.608","-5.563","False"
"Coronary Artery Endothelial","","","GSE96089","MicroArray","GPL16699","MRPL58","1.069","5.547","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","ZPLD1","1.687","5.547","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","CAMK2N1","-1.683","-5.535","False"
"Coronary Artery Endothelial","","","GSE96089","MicroArray","GPL16699","ZNF157","-1.065","-5.527","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","EGR1","-2.482","-5.522","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","PCK2","2.477","5.510","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","PPME1","1.673","5.502","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","TMEM155","-2.577","-5.497","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","LDB2","-1.671","-5.495","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","VCAN","1.662","5.466","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","FGL2","-2.456","-5.464","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","CSF1R","2.561","5.462","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","INAVA","2.554","5.446","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","SPDL1","1.656","5.446","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","LRRC7","-2.549","-5.436","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","GLS","1.651","5.429","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","MRAS","2.435","5.417","False"
"Coronary Artery Endothelial","","","GSE96089","MicroArray","GPL16699","GBP4","-1.044","-5.415","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","KIF20A","-2.433","-5.413","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","PSG7","-2.532","-5.399","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","FAM83C","-2.531","-5.397","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","EDN1","2.527","5.390","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","ACTA2","1.634","5.372","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","COTL1","1.631","5.364","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","ZWINT","-2.410","-5.361","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","SOX15","-1.629","-5.358","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","ALDH1A3","-2.397","-5.332","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","CXCL12","-1.621","-5.330","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","NPPB","2.395","5.329","False"
"Trabecular Meshwork","","","GSE7144","MicroArray","GPL96","LRRN3","2.429","5.329","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","DLGAP5","-2.391","-5.320","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","LY6K","-2.492","-5.315","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","MSR1","-2.388","-5.312","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","CLEC4D","2.490","5.310","False"
"Coronary Artery Endothelial","","","GSE96089","MicroArray","GPL16699","SIX6","1.023","5.309","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","ERBB3","-2.489","-5.309","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","TUFT1","2.386","5.308","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","CYTH4","-2.483","-5.297","False"
"Coronary Artery Endothelial","","","GSE96089","MicroArray","GPL16699","RAB20","1.021","5.295","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","CCL20","-2.378","-5.289","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","SIGLEC15","-2.376","-5.286","False"
"Hle B3","","","GSE98225","MicroArray","GPL21047","SGCA","2.478","5.286","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","CDC20","-2.370","-5.273","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","TNFRSF12A","1.601","5.266","False"
"Normal Ovarian Fibroblast","48h","5ng/mLof","GSE40266","MicroArray","HG-U133_Plus_2","UBE2C","-2.365","-5.263","False"
"Trabecular Meshwork","","","GSE7144","MicroArray","GPL96","H2AC15","-2.399","-5.262","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","OLFML2A","-1.597","-5.253","False"
"Coronary Artery Endothelial","","","GSE96089","MicroArray","GPL16699","CEACAM4","-1.012","-5.250","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","CD55","1.596","5.248","False"
"Fibroblast","24h","","E-MTAB-4871","MicroArray","exprs","TCEA3","-1.593","-5.238","False"
