,cytokine,stimulus,stimulus_concentration,sensor,pvalue,qvalue,foldchange,log2fc,pairs
0,IFN beta,ConA,12500,Activin A,3.365014436721508e-13,12.473013068208195,0.32349111853424783,-1.6282019913944297,IFN beta | Activin A
0,IFN beta,ConA,12500,TNF alpha,6.777484365410011e-18,17.168931475595354,0.17390514842403834,-2.523627450938198,IFN beta | TNF alpha
0,IFN beta,ConA,2500,Activin A,5.919972969813043e-19,18.22768027623111,0.2702981495820055,-1.8873764594409552,IFN beta | Activin A
0,IFN beta,ConA,2500,CCL1,4.07640002321222e-34,33.389723204609346,0.218802650383328,-2.192297881109154,IFN beta | CCL1
0,IFN beta,ConA,2500,CCL19,4.0503239208320696e-10,9.3925102431052,1.5501420777825925,0.6324004513179802,IFN beta | CCL19
0,IFN beta,ConA,2500,CCL22,1.3552492424441586e-07,6.867980826808788,0.12285704942832612,-3.0249474542527808,IFN beta | CCL22
0,IFN beta,ConA,2500,CCL24,1.531749065600053e-25,24.814812375924923,0.09242696815338668,-3.4355423300757724,IFN beta | CCL24
0,IFN beta,ConA,2500,CXCL1,8.046509765137008e-42,41.09439245732613,0.11787350698777396,-3.084688597369605,IFN beta | CXCL1
0,IFN beta,ConA,2500,CXCL10,1.6866933139135697e-43,42.772963876618476,2.7582560941766814,1.4637564121261433,IFN beta | CXCL10
0,IFN beta,ConA,2500,CXCL5,2.5403443008922072e-55,54.59510741808709,0.020268627361411877,-5.6246078003254985,IFN beta | CXCL5
0,IFN beta,ConA,2500,G-CSF,3.9219647498504283e-10,9.406496314037495,0.2826910314632269,-1.8227019813283587,IFN beta | G-CSF
0,IFN beta,ConA,2500,GM-CSF,0.0007548586429261264,3.122134368032925,0.54659486684826,-0.8714561835211798,IFN beta | GM-CSF
0,IFN beta,ConA,2500,IL-1 alpha,3.7656716163338094e-09,8.424157555119232,0.2844318228894049,-1.8138452088458694,IFN beta | IL-1 alpha
0,IFN beta,ConA,2500,IL-1 beta,2.809418103258202e-07,6.551383623409427,0.32231946194126426,-1.6334367926256346,IFN beta | IL-1 beta
0,IFN beta,ConA,2500,IL-1 RA RN,6.710965253013798e-08,7.173215009799925,2.8267337152883942,1.499135984432951,IFN beta | IL-1 RA RN
0,IFN beta,ConA,2500,IL-10,5.187528475385813e-06,5.285039506343661,1.9973982365820655,0.9981220026184523,IFN beta | IL-10
0,IFN beta,ConA,2500,IL-12 p40,1.2704767095046776e-12,11.896033292066829,0.1798424616364806,-2.4751944068491283,IFN beta | IL-12 p40
0,IFN beta,ConA,2500,MMP-1,0.00041148919894958865,3.3856415599612033,0.12862602315560642,-2.9587455418058357,IFN beta | MMP-1
0,IFN beta,ConA,2500,TNF alpha,1.0103281266843496e-13,12.99553755644978,0.2037816667192629,-2.2949038300515854,IFN beta | TNF alpha
0,IFN beta,ConA,500,Activin A,3.5696931954877554e-16,15.447369108602784,0.2879577922457803,-1.7960707324566065,IFN beta | Activin A
0,IFN beta,ConA,500,CCL1,5.822447218764113e-57,56.234894439711,0.14241577291074106,-2.8118191575722014,IFN beta | CCL1
0,IFN beta,ConA,500,CCL22,2.0289948280246386e-12,11.692719059996335,0.08740136575660447,-3.5162003659426095,IFN beta | CCL22
0,IFN beta,ConA,500,CCL24,3.9645706362165205e-46,45.40180383997788,0.041331394612876216,-4.596618145512177,IFN beta | CCL24
0,IFN beta,ConA,500,CCL5,0.0008965403080547832,3.0474301799754833,2.0549192097287805,1.0390816746783273,IFN beta | CCL5
0,IFN beta,ConA,500,CCL7,0.0031100990467378903,2.50722577985845,3.302904730467298,1.7237353568881673,IFN beta | CCL7
0,IFN beta,ConA,500,CCL8,1.1485380575916218e-08,7.939854609586765,2.0248149298166696,1.017790050201032,IFN beta | CCL8
0,IFN beta,ConA,500,CD14,0.0007131820192091332,3.146799614819023,0.6516020592515106,-0.6179369316819306,IFN beta | CD14
0,IFN beta,ConA,500,CXCL1,8.461989235328074e-38,37.07252753147939,0.10906066794748548,-3.1967971984329435,IFN beta | CXCL1
0,IFN beta,ConA,500,CXCL10,4.983069131289252e-62,61.302503087717724,4.575444386060493,2.193911870703982,IFN beta | CXCL10
0,IFN beta,ConA,500,CXCL5,1.8071357298900137e-61,60.74300922733474,0.017417578853423262,-5.843312095052669,IFN beta | CXCL5
0,IFN beta,ConA,500,G-CSF,1.2050966256243924e-10,9.918978129609373,0.21347449516109054,-2.22786438055732,IFN beta | G-CSF
0,IFN beta,ConA,500,GM-CSF,5.327992863991922e-05,4.2734363655064875,0.6192307089027327,-0.6914510754671945,IFN beta | GM-CSF
0,IFN beta,ConA,500,IFN gamma,0.0006994323904282484,3.155254259561044,3.480368065447567,1.7992398859926024,IFN beta | IFN gamma
0,IFN beta,ConA,500,IL-1 alpha,2.1125067817519288e-10,9.675201888166335,0.25884149105723814,-1.9498592018818617,IFN beta | IL-1 alpha
0,IFN beta,ConA,500,IL-1 beta,1.9524775523503844e-09,8.709413950508997,0.2113045966113249,-2.2426039436285476,IFN beta | IL-1 beta
0,IFN beta,ConA,500,IL-1 RA RN,4.732097861971428e-09,8.324946282540576,2.6257761819590746,1.3927439478609713,IFN beta | IL-1 RA RN
0,IFN beta,ConA,500,IL-12 p40,1.0225869929878567e-25,24.990299735675123,0.12041383585905814,-3.053926923899175,IFN beta | IL-12 p40
0,IFN beta,ConA,500,MMP-1,0.003934687421041014,2.405089763103919,0.26967287303118115,-1.8907176897829125,IFN beta | MMP-1
0,IFN beta,ConA,500,TNF alpha,2.4628757323514922e-14,13.608557500509876,0.18468712397228057,-2.4368448069582933,IFN beta | TNF alpha
0,IFN beta,ConA,500,TNF RII,0.010861820575965348,1.9640973754995468,0.648223327519414,-0.6254371552390019,IFN beta | TNF RII
0,MMP-1,ConA,12500,CXCL1,0.004226919781049854,2.373975994181385,1.654627625741243,0.7265065747708971,MMP-1 | CXCL1
0,MMP-1,ConA,12500,IL-1 beta,0.006433109178455127,2.191579077979665,3.115916813433584,1.6396567178511765,MMP-1 | IL-1 beta
0,MMP-1,ConA,500,IL-1 beta,0.01726596626725577,1.7628091119108447,3.1475010024281147,1.65420683741938,MMP-1 | IL-1 beta
0,PDGF-BB,ConA,12500,IL-1 beta,0.00533431615421495,2.2729212481208267,3.115916813433584,1.6396567178511765,PDGF-BB | IL-1 beta
0,IL-17D,ConA,2500,IL-1 beta,0.012493110385362808,1.9033294227123503,3.3228301742230624,1.7324125605390943,IL-17D | IL-1 beta
0,IL-15,ConA,12500,IL-1 RA RN,0.0034150692212659064,2.466600489022232,1.5183010597731499,0.6024578871809781,IL-15 | IL-1 RA RN
0,IL-15,ConA,12500,IL-10,0.000677954404992799,3.168799513103266,1.6887404952665654,0.7559476496573226,IL-15 | IL-10
0,IL-15,ConA,12500,IL-22,0.029828809927483546,1.5253640732298575,1.8698872680491294,0.9029512953915564,IL-15 | IL-22
0,IL-15,ConA,12500,IL-4,0.009703086463381834,2.0130900986406832,2.610914526405649,1.384555228869018,IL-15 | IL-4
0,IL-15,ConA,2500,CCL5,0.0010038666724962594,2.9983239637290273,2.851199462506571,1.5115689700030641,IL-15 | CCL5
0,IL-15,ConA,2500,GM-CSF,0.0014194170100083044,2.84788999457812,2.0057110158404776,1.0041137564749378,IL-15 | GM-CSF
0,IL-15,ConA,2500,IL-12 p40,0.03646404165485008,1.4381351960453035,0.6229950961978924,-0.682707287527051,IL-15 | IL-12 p40
0,IL-15,ConA,500,CCL5,3.910986048511532e-12,11.407713733284705,7.32070545832635,2.871982680229157,IL-15 | CCL5
0,IL-15,ConA,500,CXCL10,5.391157436243638e-14,13.268317985423542,1.8555191431567164,0.8918228852147958,IL-15 | CXCL10
0,IL-15,ConA,500,CXCL9,0.0001081522144904045,3.96596458365793,2.5070518188211124,1.3259918158701511,IL-15 | CXCL9
0,IL-15,ConA,500,GM-CSF,0.0022211419318559846,2.6534236889740828,2.2703572100456317,1.182919303955821,IL-15 | GM-CSF
0,IL-15,ConA,500,IFN gamma,3.935416270563967e-08,7.405009323165828,3.480368065447567,1.7992398859926024,IL-15 | IFN gamma
0,IL-15,ConA,500,IL-1 beta,0.020163316981884536,1.6954380224034273,3.055941083526147,1.6116167294587382,IL-15 | IL-1 beta
0,IL-15,ConA,500,IL-1 RA RN,0.007995644174051042,2.097146541302877,1.5004850746452048,0.5854289684913898,IL-15 | IL-1 RA RN
0,IL-15,ConA,500,IL-10,0.03244388852931722,1.488867099417157,1.762694323043819,0.817782311944317,IL-15 | IL-10
0,IL-15,ConA,500,IL-17F,0.029515273495168068,1.5299531881537127,2.249361790663988,1.1695157249746146,IL-15 | IL-17F
0,IL-15,ConA,500,IL-22,1.1189400982363053e-11,10.95119316253489,3.5493477918558893,1.8275539474622429,IL-15 | IL-22
0,IL-15,ConA,500,TNF alpha,3.3480206640848705e-06,5.475211870191819,1.684242663568341,0.75210001507011,IL-15 | TNF alpha
0,CD40L,ConA,2500,IL-1 beta,0.004946278326615346,2.305721449577569,3.3228301742230624,1.7324125605390943,CD40L | IL-1 beta
0,IL-27,ConA,500,IFN gamma,0.024748757044641283,1.606446607728744,3.480368065447567,1.7992398859926024,IL-27 | IFN gamma
0,TRAIL,ConA,12500,IL-1 beta,0.021297294750757933,1.6716755585064729,2.980178736926819,1.5753988592596173,TRAIL | IL-1 beta
0,IL-33,ConA,500,IL-1 beta,0.03931190125375926,1.4054759517523063,2.907716967885782,1.5398868466646707,IL-33 | IL-1 beta
0,IL-1 RA RN,ConA,12500,G-CSF,6.72095834750281e-05,4.172568796089436,0.5132498363832579,-0.962266832464055,IL-1 RA RN | G-CSF
0,IL-1 RA RN,ConA,12500,IL-1 alpha,0.007005549136034102,2.154557816494954,0.6630426476961062,-0.5928264256944913,IL-1 RA RN | IL-1 alpha
0,IL-1 RA RN,ConA,12500,IL-1 beta,7.739002569759899e-06,5.1113150091314425,0.3428680803397843,-1.5442744935563215,IL-1 RA RN | IL-1 beta
0,IL-1 RA RN,ConA,12500,IL-2,0.019217215664180328,1.7163095359847793,0.5863263242520366,-0.7702242641203809,IL-1 RA RN | IL-2
0,IL-1 RA RN,ConA,12500,TNF alpha,3.6209531173873912e-09,8.441177098213025,0.28659944702352746,-1.8028922688783167,IL-1 RA RN | TNF alpha
0,IL-1 RA RN,ConA,2500,CCL1,3.630967060630267e-08,7.439977690897463,0.5211924975608155,-0.9401117780759198,IL-1 RA RN | CCL1
0,IL-1 RA RN,ConA,2500,CCL24,0.024394335711429037,1.6127110037779413,2.0551889795341975,1.0392710592604812,IL-1 RA RN | CCL24
0,IL-1 RA RN,ConA,2500,CXCL1,0.00028543897647952,3.5444867245842873,0.5849398891911229,-0.7736397198009767,IL-1 RA RN | CXCL1
0,IL-1 RA RN,ConA,2500,G-CSF,1.6072491970640933e-11,10.793916782527567,0.23140047563501992,-2.111536265033233,IL-1 RA RN | G-CSF
0,IL-1 RA RN,ConA,2500,GM-CSF,0.02365428391193147,1.6260901948487294,0.54659486684826,-0.8714561835211798,IL-1 RA RN | GM-CSF
0,IL-1 RA RN,ConA,2500,IFN gamma,1.02396609760069e-20,19.9897144221382,0.5999825498226046,-0.7370075535836935,IL-1 RA RN | IFN gamma
0,IL-1 RA RN,ConA,2500,IL-1 alpha,3.6568383729495883e-09,8.43689423443563,0.2974759465904547,-1.7491550756687708,IL-1 RA RN | IL-1 alpha
0,IL-1 RA RN,ConA,2500,IL-1 beta,6.403210258415103e-18,17.193602237271534,0.12826321657214335,-2.962820602383113,IL-1 RA RN | IL-1 beta
0,IL-1 RA RN,ConA,2500,IL-10,0.01122572549905219,1.9497855817230152,0.541943108900161,-0.8837866839272109,IL-1 RA RN | IL-10
0,IL-1 RA RN,ConA,2500,IL-12 p40,1.1462596174707604e-10,9.940717007442352,0.1798424616364806,-2.4751944068491283,IL-1 RA RN | IL-12 p40
0,IL-1 RA RN,ConA,2500,TNF alpha,7.617331314633693e-19,18.118197154425264,0.10974648455911432,-3.1877533673395844,IL-1 RA RN | TNF alpha
0,IL-1 RA RN,ConA,500,Activin A,2.4929315591120046e-06,5.603289644443681,0.5629322575686153,-0.8289667739140467,IL-1 RA RN | Activin A
0,IL-1 RA RN,ConA,500,CCL1,1.1475041215407833e-22,21.940245745913398,0.22713153158557528,-2.1384000924780397,IL-1 RA RN | CCL1
0,IL-1 RA RN,ConA,500,CXCL1,4.937229811830183e-11,10.3065166573284,0.4095298555754969,-1.287959463727703,IL-1 RA RN | CXCL1
0,IL-1 RA RN,ConA,500,G-CSF,1.3228377381319478e-15,14.878493423957398,0.18925130411502872,-2.4016248531503197,IL-1 RA RN | G-CSF
0,IL-1 RA RN,ConA,500,GM-CSF,0.00021487450112169927,3.6678151186136505,0.6192307089027327,-0.6914510754671945,IL-1 RA RN | GM-CSF
0,IL-1 RA RN,ConA,500,IFN gamma,2.50337640368082e-16,15.601473845656905,0.14888797557686817,-2.747700850544996,IL-1 RA RN | IFN gamma
0,IL-1 RA RN,ConA,500,IL-1 alpha,8.131687529591794e-15,14.089819318029733,0.2521043127866917,-1.9879072960770596,IL-1 RA RN | IL-1 alpha
0,IL-1 RA RN,ConA,500,IL-1 beta,1.2968155218769772e-27,26.887121799959992,0.08299755530966305,-3.5907873472256213,IL-1 RA RN | IL-1 beta
0,IL-1 RA RN,ConA,500,IL-10,0.0003724097124971418,3.4289790010824523,0.6395775544840415,-0.6448087855293566,IL-1 RA RN | IL-10
0,IL-1 RA RN,ConA,500,IL-12 p40,8.758328768180415e-26,25.057578756389077,0.12041383585905814,-3.053926923899175,IL-1 RA RN | IL-12 p40
0,IL-1 RA RN,ConA,500,IL-6,2.1787857161216264e-13,12.661785480576201,0.5053033509201239,-0.9847783476648914,IL-1 RA RN | IL-6
0,IL-1 RA RN,ConA,500,TNF alpha,6.272478927103444e-40,39.20256078905808,0.07152645188586314,-3.8053793122591144,IL-1 RA RN | TNF alpha
0,IL-1 RA RN,ConA,500,TNF RII,0.0014654479504306642,2.834029602160504,0.591638403892504,-0.757212392506121,IL-1 RA RN | TNF RII
0,IL-17E (IL-25),ConA,12500,IL-5,1.5399956782255277e-06,5.812480497946289,1.5152621950343754,0.5995674535972296,IL-17E (IL-25) | IL-5
0,WISP-1 (CCN4),ConA,12500,CCL3,0.03650631757173104,1.4376319725538027,0.5378719921285907,-0.8946652274865854,WISP-1 (CCN4) | CCL3
0,G-CSF,ConA,2500,CCL24,0.029912136451446796,1.524152566709974,0.638552936267145,-0.6471218700659901,G-CSF | CCL24
0,IL-1 alpha,ConA,12500,CCL1,0.015781552130242633,1.8018502857621999,1.579952161538166,0.6598808765311797,IL-1 alpha | CCL1
0,IL-1 alpha,ConA,12500,G-CSF,1.9139864446498166e-05,4.718061142334845,1.6634247566108837,0.734156608800009,IL-1 alpha | G-CSF
0,IL-1 alpha,ConA,12500,IL-1 beta,0.0020142772603896535,2.6958807500834725,2.8748397231862484,1.5234815257926713,IL-1 alpha | IL-1 beta
0,IL-1 alpha,ConA,12500,IL-12 p40,1.3266051090944367e-11,10.877258334455666,1.8231917279208882,0.8664662840189491,IL-1 alpha | IL-12 p40
0,IL-1 alpha,ConA,2500,G-CSF,0.0014214096482670112,2.8472807409725966,1.625047822744934,0.700482175139097,IL-1 alpha | G-CSF
0,IL-1 alpha,ConA,2500,IL-1 beta,0.001761878311570372,2.754024090497476,3.3228301742230624,1.7324125605390943,IL-1 alpha | IL-1 beta
0,TGF-beta 3,ConA,12500,Activin A,0.0008296883817264877,3.0810849913687144,1.6285461931172063,0.7035846418314285,TGF-beta 3 | Activin A
0,TGF-beta 3,ConA,12500,CCL1,0.0013478616593542527,2.870354680250413,1.5206146534771947,0.6046545988526981,TGF-beta 3 | CCL1
0,TGF-beta 3,ConA,12500,CCL17,0.0069193657193143444,2.1599337143910664,1.7376131507649848,0.7971069270346269,TGF-beta 3 | CCL17
0,TGF-beta 3,ConA,12500,CCL24,0.00038053027681216603,3.419610782968734,1.6992785753601283,0.7649223836260785,TGF-beta 3 | CCL24
0,TGF-beta 3,ConA,12500,CCL8,0.00011800174722502672,3.928111562146672,0.6123746293730264,-0.7075135815400583,TGF-beta 3 | CCL8
0,TGF-beta 3,ConA,2500,CCL24,0.01541863421674334,1.8119540944045034,2.1353417179059484,1.0944669622482541,TGF-beta 3 | CCL24
0,TGF-beta 3,ConA,2500,CCL8,0.04368561989643374,1.3596614972947765,0.5407309231112957,-0.8870172318211653,TGF-beta 3 | CCL8
0,TGF-beta 3,ConA,2500,G-CSF,0.0002168060257219681,3.663928651555083,0.49508567219323907,-1.0142498966575026,TGF-beta 3 | G-CSF
0,TGF-beta 3,ConA,2500,IL-1 alpha,0.00011146848014705449,3.9528479203595124,0.4683243464015578,-1.0944200546727583,TGF-beta 3 | IL-1 alpha
0,TGF-beta 3,ConA,2500,IL-1 beta,3.163100894765339e-08,7.499886954988801,0.2672047910480705,-1.9039822189641529,TGF-beta 3 | IL-1 beta
0,TGF-beta 3,ConA,2500,IL-12 p40,0.0001006729227485942,3.9970873227151196,0.4877532649850283,-1.0357765647246273,TGF-beta 3 | IL-12 p40
0,TGF-beta 3,ConA,2500,TNF alpha,0.0008950676788324061,3.048144125095041,0.5609888721200189,-0.8339559413375895,TGF-beta 3 | TNF alpha
0,TGF-beta 3,ConA,500,IFN gamma,0.0032132743245732753,2.4930521961531964,0.47401405925845946,-1.0769982447898725,TGF-beta 3 | IFN gamma
0,TGF-beta 3,ConA,500,IL-1 alpha,0.0002651747585302733,3.5764678179472704,0.5677123297982033,-0.8167680199197074,TGF-beta 3 | IL-1 alpha
0,TGF-beta 3,ConA,500,IL-1 beta,3.143774397564681e-05,4.50254862720267,0.277161938283512,-1.8511989442659684,TGF-beta 3 | IL-1 beta
0,TGF-beta 3,ConA,500,IL-12 p40,2.3508540173061867e-11,10.628774338738445,0.36603294747523857,-1.4499545802037623,TGF-beta 3 | IL-12 p40
0,TGF-beta 3,ConA,500,TNF alpha,3.4138317411302508e-09,8.466757887936998,0.3089545735548434,-1.694533364605361,TGF-beta 3 | TNF alpha
0,IL-3,ConA,12500,CCL8,0.002330878108194338,2.632480437042579,0.6123746293730264,-0.7075135815400583,IL-3 | CCL8
0,IL-3,ConA,12500,IL-1 beta,0.00010891222342597544,3.9629233758131446,3.115916813433584,1.6396567178511765,IL-3 | IL-1 beta
0,IL-3,ConA,2500,CCL8,0.039276457989135594,1.4058676844577254,0.4938722968081541,-1.0177900502010322,IL-3 | CCL8
0,IL-3,ConA,2500,IL-12 p40,0.009700255163741093,2.0132168415330103,1.602885358351715,0.6806712446740331,IL-3 | IL-12 p40
0,IL-3,ConA,500,GM-CSF,0.015211530532992621,1.817827086499802,1.8850047889416233,0.9145681887318996,IL-3 | GM-CSF
0,IL-3,ConA,500,IL-1 alpha,2.897171827613384e-07,6.538025746573468,1.8959005030989722,0.9228832535546221,IL-3 | IL-1 alpha
0,IL-3,ConA,500,IL-1 beta,0.0008088091274712682,3.092153956343813,3.1475010024281147,1.65420683741938,IL-3 | IL-1 beta
0,IL-3,ConA,500,IL-10,0.011789509270053435,1.928504271727926,2.0415674365817402,1.029677223117899,IL-3 | IL-10
0,IL-3,ConA,500,IL-12 p40,5.818238751082487e-05,4.235208461474965,1.937502421960221,0.9541981138180061,IL-3 | IL-12 p40
0,IL-3,ConA,500,TNF alpha,0.005133942513368344,2.289548998591472,1.684242663568341,0.75210001507011,IL-3 | TNF alpha
0,Activin A,ConA,2500,CCL24,0.0077075729274267485,2.1130823573793744,2.331411062724654,1.2212033956596238,Activin A | CCL24
0,Activin A,ConA,2500,G-CSF,0.008433419070761025,2.0739963183143035,0.666462197050429,-0.5854050495425045,Activin A | G-CSF
0,Activin A,ConA,2500,IL-1 alpha,0.025735367421195154,1.5894696269918762,0.6354786285574655,-0.6540844873480968,Activin A | IL-1 alpha
0,Activin A,ConA,2500,IL-1 beta,0.005746689951165487,2.2405822335484515,0.45489488617123136,-1.1363948786285876,Activin A | IL-1 beta
0,Activin A,ConA,2500,IL-12 p40,0.007919272611399705,2.101314706713875,0.6178280940585463,-0.6947226197822731,Activin A | IL-12 p40
0,Activin A,ConA,2500,TNF beta,0.010997683971311891,1.9586987643311125,1.6165308652111559,0.6929010538060708,Activin A | TNF beta
0,Activin A,ConA,500,IFN gamma,0.004058579424941184,2.3916259506267354,0.457420722191213,-1.1284063703154867,Activin A | IFN gamma
0,Activin A,ConA,500,IL-1 beta,0.044241611758267844,1.3541690597103349,0.43879683457959684,-1.188374976513599,Activin A | IL-1 beta
0,Activin A,ConA,500,IL-12 p40,1.3876746092404797e-05,4.857712358073019,0.524104088011287,-0.9320747328479778,Activin A | IL-12 p40
0,Activin A,ConA,500,TNF alpha,0.008471135978482822,2.0720583469176836,0.538745838173963,-0.8923232755004311,Activin A | TNF alpha
0,CCL1,ConA,2500,CCL24,0.04569432078446536,1.3401377737865172,0.6190266475005016,-0.6919265798107437,CCL1 | CCL24
0,CCL11,ConA,2500,CCL1,0.01177183164712614,1.9291559575176311,0.65889484275555,-0.6018798602164166,CCL11 | CCL1
0,M-CSF,ConA,12500,IL-1 beta,0.0003464754086744521,3.46032758430177,3.115916813433584,1.6396567178511765,M-CSF | IL-1 beta
0,M-CSF,ConA,500,G-CSF,0.0006017444413168334,3.220587912879399,1.5564959598749484,0.6383018320747179,M-CSF | G-CSF
0,M-CSF,ConA,500,IL-1 alpha,2.6456531249654755e-08,7.577467097332442,1.856509939465741,0.8925930391784046,M-CSF | IL-1 alpha
0,M-CSF,ConA,500,IL-1 beta,0.0004311417084772449,3.3653799616385065,3.1475010024281147,1.65420683741938,M-CSF | IL-1 beta
0,M-CSF,ConA,500,IL-10,0.011372399284946936,1.9441479006343425,1.7934735184193056,0.8427564433009024,M-CSF | IL-10
0,M-CSF,ConA,500,TNF alpha,0.041305058731907845,1.3839967559752506,1.684242663568341,0.75210001507011,M-CSF | TNF alpha
0,CCL28,ConA,2500,CCL24,0.042902109201721675,1.3675213560168724,0.5906713162381367,-0.7595725403598828,CCL28 | CCL24
0,IL-4,ConA,12500,Activin A,1.9528636054660398e-05,4.709328088233913,0.5228745630049575,-0.9354632077571754,IL-4 | Activin A
0,IL-4,ConA,12500,CCL17,1.7236190482637596e-14,13.763558715030335,4.430315990877831,2.14740960221468,IL-4 | CCL17
0,IL-4,ConA,12500,CCL22,0.00875767869384153,2.0576109924678687,2.0987373558262448,1.0695216334449866,IL-4 | CCL22
0,IL-4,ConA,12500,CCL24,2.5209910034811113e-09,8.598428704163094,2.070086962345182,1.049691375216809,IL-4 | CCL24
0,IL-4,ConA,12500,G-CSF,1.1411313253443662e-12,11.942664372592795,0.21519779317497345,-2.2162648115646024,IL-4 | G-CSF
0,IL-4,ConA,12500,IL-1 alpha,4.0302079103528093e-10,9.394672548898626,0.2892505530357891,-1.789608377175245,IL-4 | IL-1 alpha
0,IL-4,ConA,12500,IL-1 beta,4.3388706079818377e-29,28.362623301029437,0.07947755828620318,-3.65330863906053,IL-4 | IL-1 beta
0,IL-4,ConA,12500,IL-1 RA RN,0.0006943601865804468,3.158415188816759,1.5798981573183817,0.6598315630433778,IL-4 | IL-1 RA RN
0,IL-4,ConA,12500,IL-2,0.00034729025732200235,3.459307399962035,0.4269604998386505,-1.2278254894979612,IL-4 | IL-2
0,IL-4,ConA,12500,IL-6,1.438075258025691e-17,16.842218385656864,0.44871846385306835,-1.1561175456820945,IL-4 | IL-6
0,IL-4,ConA,12500,TNF alpha,8.0990338300482e-24,23.091566786961568,0.12371914057270213,-3.0148593781371296,IL-4 | TNF alpha
0,IL-4,ConA,2500,CCL1,2.0144538402179043e-07,6.695842679711855,0.6153220416621622,-0.7005864221483128,IL-4 | CCL1
0,IL-4,ConA,2500,CCL17,6.582625938637968e-37,36.18160082323104,8.167029438169937,3.029811427927702,IL-4 | CCL17
0,IL-4,ConA,2500,CCL18,5.536212841505168e-12,11.256787221637584,1.7331846828875745,0.7934253918840958,IL-4 | CCL18
0,IL-4,ConA,2500,CCL22,0.0033881819745295977,2.4700332723638505,2.3132558091143385,1.2099248138055567,IL-4 | CCL22
0,IL-4,ConA,2500,CCL24,2.489336569473895e-06,5.603916380858901,2.668289343747046,1.4159151178550606,IL-4 | CCL24
0,IL-4,ConA,2500,CCL7,5.325255836759414e-05,4.273659522945771,0.20897860221673342,-2.25857286576876,IL-4 | CCL7
0,IL-4,ConA,2500,CCL8,0.005997203044371188,2.222051247217378,0.4938722968081541,-1.0177900502010322,IL-4 | CCL8
0,IL-4,ConA,2500,CXCL1,5.54272591225541e-18,17.25627659673464,0.29391455617707263,-1.7665312843688528,IL-4 | CXCL1
0,IL-4,ConA,2500,CXCL5,9.100464641370653e-06,5.040936433389693,0.5868684210430083,-0.7688910150399307,IL-4 | CXCL5
0,IL-4,ConA,2500,G-CSF,4.4232580610276395e-17,16.35425772235074,0.2169737522865084,-2.2044075671320957,IL-4 | G-CSF
0,IL-4,ConA,2500,GM-CSF,0.021486359031682313,1.6678371715917144,0.6426672372500507,-0.6378561682755018,IL-4 | GM-CSF
0,IL-4,ConA,2500,IL-1 alpha,2.7421927659461152e-12,11.561902019187599,0.2480132658133256,-2.0115108048750288,IL-4 | IL-1 alpha
0,IL-4,ConA,2500,IL-1 beta,5.52025600213263e-37,36.258040781376685,0.03252585268801038,-4.942269311074883,IL-4 | IL-1 beta
0,IL-4,ConA,2500,IL-1 RA RN,0.0025290230670013407,2.597047209475006,1.5493405669086793,0.6316543037047525,IL-4 | IL-1 RA RN
0,IL-4,ConA,2500,IL-10,0.017616961151006045,1.7540690033682893,0.6125656837923509,-0.7070635461178064,IL-4 | IL-10
